,Datum,Anfang,Ende,Biomasse [MWh] Originalauflösungen,Wasserkraft [MWh] Originalauflösungen,Wind Offshore [MWh] Originalauflösungen,Wind Onshore [MWh] Originalauflösungen,Photovoltaik [MWh] Originalauflösungen,Sonstige Erneuerbare [MWh] Originalauflösungen,Kernenergie [MWh] Originalauflösungen,Braunkohle [MWh] Originalauflösungen,Steinkohle [MWh] Originalauflösungen,Erdgas [MWh] Originalauflösungen,Pumpspeicher [MWh] Originalauflösungen,Sonstige Konventionelle [MWh] Originalauflösungen,hour
8062,2023-03-25,23:30,23:45,1098.0,328.5,1250.25,7450.5,0.0,33.75,707.5,1005.25,511.25,695.0,188.75,345.5,23
8063,2023-03-25,23:45,00:00,1095.5,316.25,1250.25,7433.75,0.0,33.75,707.5,1006.75,508.25,690.75,117.5,345.5,23
8064,2023-03-26,00:00,00:15,1079.25,321.25,1246.5,7303.0,0.0,32.75,707.5,1015.5,506.5,690.5,43.5,344.0,0
8065,2023-03-26,00:15,00:30,1074.25,341.75,1163.0,7167.75,0.0,31.25,707.5,1012.25,504.0,660.0,42.5,341.0,0
8066,2023-03-26,00:30,00:45,1075.5,349.0,1166.75,7070.75,0.0,31.25,707.25,1008.25,501.0,661.75,43.5,341.25,0
8067,2023-03-26,00:45,01:00,1074.25,325.0,1169.0,7046.0,0.0,31.25,707.5,1011.0,501.25,660.75,42.0,341.25,0
8068,2023-03-26,01:00,01:15,1071.25,326.0,1135.0,6933.5,0.0,31.25,707.5,1015.5,496.5,628.0,42.5,339.75,1
8069,2023-03-26,01:15,01:30,1069.0,319.25,1093.5,6859.25,0.0,31.25,707.0,1011.25,498.75,630.0,40.75,338.5,1
8070,2023-03-26,01:30,01:45,1071.0,320.0,1032.25,6812.25,0.0,31.25,707.25,1014.0,499.75,628.75,40.5,340.5,1
8071,2023-03-26,01:45,02:00,1070.0,318.25,1029.5,6666.5,0.0,31.25,706.75,1012.25,393.75,573.25,40.5,257.5,1
8072,2023-03-26,03:00,03:15,1069.75,320.25,1081.75,6552.25,0.0,31.25,707.25,1032.0,499.75,635.75,40.25,338.5,3
8073,2023-03-26,03:15,03:30,1071.0,315.75,1107.5,6433.25,0.0,31.25,707.5,1032.0,499.25,639.75,40.25,337.75,3
8074,2023-03-26,03:30,03:45,1071.0,316.25,1102.25,6258.25,0.0,31.25,707.75,1035.25,499.25,641.25,40.25,340.5,3
8075,2023-03-26,03:45,04:00,1071.5,323.5,1049.25,6128.5,0.0,31.25,707.5,1032.5,500.0,639.25,40.75,338.75,3
8076,2023-03-26,04:00,04:15,1070.25,317.25,984.25,5835.0,0.0,31.25,708.5,1021.75,503.25,637.5,52.0,337.25,4
8077,2023-03-26,04:15,04:30,1073.75,318.25,960.25,5743.5,0.0,31.25,708.25,1013.5,502.75,642.5,88.5,336.75,4
8078,2023-03-26,04:30,04:45,1072.75,312.5,931.25,5583.0,0.0,31.25,708.25,1015.5,504.25,643.75,159.0,337.0,4
8079,2023-03-26,04:45,05:00,1076.75,338.5,928.5,5373.0,0.0,31.25,709.0,1016.25,504.0,644.75,188.25,336.25,4
8080,2023-03-26,05:00,05:15,1078.75,329.25,909.25,5075.5,0.0,31.25,709.25,1021.75,508.0,641.25,89.0,337.25,5
8081,2023-03-26,05:15,05:30,1084.25,307.25,904.0,4893.25,0.0,31.25,708.75,1015.75,509.0,637.25,75.0,337.75,5
8082,2023-03-26,05:30,05:45,1084.75,309.5,883.5,4699.0,0.0,31.25,709.0,1018.25,510.75,642.25,91.5,335.75,5
8083,2023-03-26,05:45,06:00,1090.75,334.0,872.25,4473.5,0.0,31.25,708.75,1015.75,508.5,646.75,179.0,336.5,5
8084,2023-03-26,06:00,06:15,1096.75,303.75,828.75,4227.0,0.0,31.25,708.5,1024.0,509.0,653.5,60.0,335.75,6
8085,2023-03-26,06:15,06:30,1103.25,304.75,802.0,4036.75,0.0,32.0,708.75,1028.0,512.25,671.75,95.25,336.25,6
8086,2023-03-26,06:30,06:45,1107.75,304.0,775.5,3875.5,0.0,32.0,708.75,1030.0,512.5,679.0,133.0,335.0,6
8087,2023-03-26,06:45,07:00,1108.5,304.5,758.25,3672.5,1.5,32.5,709.25,1039.25,513.75,672.75,281.5,337.75,6
8088,2023-03-26,07:00,07:15,1111.25,299.5,755.25,3437.25,10.25,34.25,709.0,1034.0,517.0,686.75,17.25,339.75,7
8089,2023-03-26,07:15,07:30,1114.0,304.25,739.25,3202.0,51.25,34.75,709.5,1022.5,519.5,698.75,81.25,339.5,7
8090,2023-03-26,07:30,07:45,1120.25,300.25,681.75,3032.0,133.25,34.75,709.25,1022.25,519.5,699.25,255.75,338.0,7
8091,2023-03-26,07:45,08:00,1124.75,300.25,635.0,2874.5,250.75,34.75,709.5,1020.0,520.5,695.5,387.75,339.75,7
8092,2023-03-26,08:00,08:15,1128.75,304.5,598.0,2698.25,412.75,34.75,709.75,1027.25,520.0,685.5,120.5,339.75,8
8093,2023-03-26,08:15,08:30,1132.0,314.25,559.5,2565.5,569.0,34.75,709.75,1024.5,524.25,689.75,269.5,340.0,8
8094,2023-03-26,08:30,08:45,1138.5,305.75,555.0,2489.25,739.75,34.75,709.75,1026.5,527.0,691.75,431.5,341.25,8
8095,2023-03-26,08:45,09:00,1141.0,306.0,500.0,2425.75,893.25,35.0,709.75,1026.0,531.25,696.0,536.75,342.0,8
8096,2023-03-26,09:00,09:15,1137.5,306.0,500.5,2409.75,1062.5,36.5,709.25,1026.5,531.0,711.0,834.75,342.25,9
8097,2023-03-26,09:15,09:30,1139.75,303.75,506.0,2378.75,1237.75,37.25,709.25,1025.75,528.25,722.25,839.0,345.75,9
8098,2023-03-26,09:30,09:45,1140.75,303.25,510.0,2440.5,1407.5,37.25,709.5,1025.5,529.25,722.25,793.0,346.0,9
8099,2023-03-26,09:45,10:00,1142.75,304.5,511.5,2508.75,1560.5,37.25,709.0,1027.75,529.75,719.0,763.5,343.5,9
8100,2023-03-26,10:00,10:15,1136.25,304.25,560.25,2455.5,1713.0,35.75,708.5,1050.0,527.0,691.25,729.5,341.25,10
8101,2023-03-26,10:15,10:30,1132.5,302.5,562.25,2463.5,1869.75,34.75,707.75,1046.0,529.75,685.5,660.5,340.75,10
8102,2023-03-26,10:30,10:45,1133.0,301.75,585.5,2474.0,2010.5,34.75,707.75,1050.75,528.75,691.5,490.5,340.5,10
8103,2023-03-26,10:45,11:00,1137.0,303.75,641.25,2404.0,2128.5,34.25,708.0,1040.5,529.25,693.5,508.75,340.75,10
8104,2023-03-26,11:00,11:15,1128.0,304.0,632.0,2351.75,2314.25,32.5,708.5,1027.75,528.5,669.75,619.75,337.25,11
8105,2023-03-26,11:15,11:30,1126.75,304.75,614.25,2302.0,2491.5,32.0,708.25,1019.25,529.75,675.75,588.25,336.5,11
8106,2023-03-26,11:30,11:45,1120.5,306.5,621.5,2295.0,2648.0,32.0,708.75,1017.25,530.5,677.0,512.75,336.75,11
8107,2023-03-26,11:45,12:00,1120.75,305.5,620.25,2347.0,2810.0,31.5,708.5,1022.75,528.0,669.0,415.0,335.0,11
8108,2023-03-26,12:00,12:15,1106.75,304.25,623.75,2359.75,2992.25,30.25,708.25,1022.5,520.0,659.25,388.0,330.5,12
8109,2023-03-26,12:15,12:30,1102.0,305.25,615.75,2438.25,3163.75,30.25,708.25,1022.25,517.25,652.25,102.5,330.5,12
8110,2023-03-26,12:30,12:45,1097.5,305.25,637.75,2458.75,3350.5,30.25,708.0,1025.75,521.25,647.5,14.75,331.5,12
8111,2023-03-26,12:45,13:00,1097.25,306.5,666.5,2447.5,3443.25,30.25,708.25,1030.75,526.0,646.75,10.5,332.25,12
8112,2023-03-26,13:00,13:15,1092.75,302.5,702.5,2470.0,3642.5,30.25,708.5,1030.75,525.5,624.0,24.5,331.0,13
8113,2023-03-26,13:15,13:30,1095.0,300.75,714.75,2542.75,3782.75,30.25,707.75,1025.75,528.25,628.75,43.75,330.5,13
8114,2023-03-26,13:30,13:45,1093.5,301.25,726.25,2504.25,3884.25,30.25,707.75,1027.0,527.0,631.5,48.5,332.25,13
8115,2023-03-26,13:45,14:00,1093.5,302.25,759.75,2291.25,3996.25,30.25,707.5,1019.75,529.0,628.0,50.5,333.75,13
8116,2023-03-26,14:00,14:15,1092.75,306.5,813.0,2368.75,4100.5,30.25,707.5,1037.0,519.75,658.5,65.5,334.25,14
8117,2023-03-26,14:15,14:30,1089.0,302.25,850.75,2334.0,4103.75,30.25,707.0,1076.0,515.75,681.5,47.0,333.0,14
8118,2023-03-26,14:30,14:45,1088.75,301.0,896.25,2427.5,4031.75,30.25,707.25,1114.0,512.75,689.0,43.5,334.0,14
8119,2023-03-26,14:45,15:00,1088.75,304.0,933.0,2477.25,3932.0,30.25,707.5,1131.5,511.75,681.25,46.5,334.0,14
8120,2023-03-26,15:00,15:15,1090.5,305.25,976.75,2763.0,3790.25,30.25,707.25,1125.25,518.75,676.5,89.75,336.0,15
8121,2023-03-26,15:15,15:30,1087.75,301.5,1015.5,2832.5,3642.75,30.25,706.75,1126.5,510.25,680.5,75.75,334.5,15
8122,2023-03-26,15:30,15:45,1088.5,301.75,1049.75,2753.25,3433.75,30.25,706.75,1128.25,514.25,676.25,47.5,330.0,15
8123,2023-03-26,15:45,16:00,1088.25,302.0,1066.5,2696.5,3224.5,30.25,706.25,1141.0,517.0,723.25,90.5,330.5,15
8124,2023-03-26,16:00,16:15,1100.5,300.75,1087.75,2675.25,2989.5,30.25,706.0,1135.75,531.0,767.5,84.5,335.25,16
8125,2023-03-26,16:15,16:30,1102.25,298.75,1098.25,2767.25,2784.75,30.25,706.0,1139.5,530.0,797.0,60.0,331.25,16
8126,2023-03-26,16:30,16:45,1106.0,301.25,1120.25,3056.75,2530.75,30.25,707.0,1142.75,526.5,803.0,32.75,334.0,16
8127,2023-03-26,16:45,17:00,1106.5,300.0,1152.5,3212.75,2284.25,31.5,706.75,1144.25,525.25,821.75,23.25,338.0,16
8128,2023-03-26,17:00,17:15,1112.25,297.5,1222.75,3194.5,2026.25,32.75,707.0,1155.5,536.75,866.0,22.75,341.25,17
8129,2023-03-26,17:15,17:30,1119.5,297.0,1271.5,3317.75,1711.0,32.75,707.25,1196.25,539.25,904.25,51.0,340.25,17
8130,2023-03-26,17:30,17:45,1124.5,297.25,1333.75,3375.25,1455.0,33.0,707.0,1246.75,538.75,919.0,38.25,338.5,17
8131,2023-03-26,17:45,18:00,1135.0,297.75,1382.5,3527.0,1213.5,34.0,707.25,1326.75,544.0,931.25,194.5,342.75,17
8132,2023-03-26,18:00,18:15,1155.25,298.25,1377.25,3624.0,952.75,34.0,706.75,1483.5,546.75,1030.0,168.5,342.25,18
8133,2023-03-26,18:15,18:30,1163.0,307.75,1393.5,3666.5,708.75,34.0,707.0,1538.5,548.75,1040.5,387.75,342.0,18
8134,2023-03-26,18:30,18:45,1169.25,305.0,1399.0,3716.5,496.25,34.0,707.0,1581.0,551.25,1041.75,740.25,344.0,18
8135,2023-03-26,18:45,19:00,1174.25,307.0,1416.5,3699.5,313.25,34.0,707.0,1673.25,555.0,1037.25,872.75,343.5,18
8136,2023-03-26,19:00,19:15,1178.5,304.5,1408.5,3744.25,170.75,34.0,707.0,1705.5,557.0,1060.25,1138.0,340.5,19
8137,2023-03-26,19:15,19:30,1182.5,304.25,1427.25,3930.25,65.0,34.0,707.25,1630.25,558.0,1064.75,1194.5,345.0,19
8138,2023-03-26,19:30,19:45,1184.25,336.75,1429.25,4047.0,15.0,34.0,707.25,1628.0,560.75,1095.0,1194.5,343.75,19
8139,2023-03-26,19:45,20:00,1184.25,309.75,1449.25,4049.75,2.0,34.5,707.25,1683.25,562.5,1104.0,1201.25,343.25,19
8140,2023-03-26,20:00,20:15,1180.25,309.75,1460.5,4094.0,0.0,35.0,707.0,1756.5,567.0,1104.75,1312.0,342.5,20
8141,2023-03-26,20:15,20:30,1180.25,305.0,1520.0,4156.5,0.0,35.0,707.25,1797.25,570.0,1111.75,1084.0,346.0,20
8142,2023-03-26,20:30,20:45,1171.25,306.25,1464.0,4219.0,0.0,35.0,707.75,1819.5,569.5,1115.5,805.5,346.25,20
8143,2023-03-26,20:45,21:00,1171.0,304.5,1453.75,4250.0,0.0,35.0,708.0,1803.75,569.0,1109.75,548.0,348.0,20
8144,2023-03-26,21:00,21:15,1159.5,306.75,1501.75,4313.0,0.0,35.25,708.0,1803.5,572.0,1063.0,748.0,348.5,21
8145,2023-03-26,21:15,21:30,1158.5,307.0,1500.5,4319.75,0.0,35.75,708.0,1800.25,569.75,1025.0,674.0,348.0,21
8146,2023-03-26,21:30,21:45,1154.75,305.25,1532.0,4406.5,0.0,35.5,707.5,1769.0,570.0,989.25,580.25,349.5,21
8147,2023-03-26,21:45,22:00,1152.75,305.0,1539.5,4438.25,0.0,36.0,707.75,1733.75,569.5,951.25,597.5,349.75,21
8148,2023-03-26,22:00,22:15,1140.25,320.0,1535.5,4425.5,0.0,37.25,708.25,1683.5,575.25,937.25,700.75,351.75,22
8149,2023-03-26,22:15,22:30,1135.5,305.75,1515.5,4456.0,0.0,37.25,708.25,1646.25,568.0,945.0,608.5,351.75,22
8150,2023-03-26,22:30,22:45,1134.25,306.0,1500.75,4433.5,0.0,37.25,708.5,1628.0,565.75,950.25,526.75,354.25,22
8151,2023-03-26,22:45,23:00,1130.5,302.75,1438.5,4474.75,0.0,37.25,708.5,1597.75,567.0,931.75,380.25,352.0,22
8152,2023-03-26,23:00,23:15,1118.5,311.0,1398.75,4485.25,0.0,37.25,708.5,1572.5,567.25,932.0,552.5,352.5,23
8153,2023-03-26,23:15,23:30,1111.5,304.25,1475.5,4491.75,0.0,37.25,708.5,1554.75,565.5,916.5,385.25,352.5,23
8154,2023-03-26,23:30,23:45,1109.25,303.25,1502.25,4523.5,0.0,37.25,708.5,1552.5,561.5,908.75,264.75,351.25,23
8155,2023-03-26,23:45,00:00,1106.25,303.75,1470.25,4549.0,0.0,37.25,708.5,1552.0,559.75,889.0,136.75,352.5,23
8156,2023-03-27,00:00,00:15,1083.25,319.5,1465.0,4581.75,0.0,37.25,708.75,1521.25,586.5,880.25,79.5,353.25,0
8157,2023-03-27,00:15,00:30,1077.75,304.25,1623.0,4500.25,0.0,37.25,708.5,1503.75,589.25,876.5,44.5,353.75,0
8158,2023-03-27,00:30,00:45,1077.0,324.25,1654.5,4499.25,0.0,37.25,708.25,1498.75,588.25,880.0,36.0,351.25,0
8159,2023-03-27,00:45,01:00,1074.5,313.75,1625.5,4444.25,0.0,37.25,708.5,1499.25,583.25,876.0,33.75,354.75,0
8160,2023-03-27,01:00,01:15,1069.0,315.0,1572.75,4500.25,0.0,37.25,708.5,1495.0,565.25,865.0,20.0,353.75,1
8161,2023-03-27,01:15,01:30,1066.75,300.75,1630.25,4501.75,0.0,37.25,708.5,1494.75,566.5,870.75,43.25,353.5,1
8162,2023-03-27,01:30,01:45,1068.75,300.75,1635.5,4603.0,0.0,37.25,708.5,1486.25,563.0,873.25,31.75,352.5,1
8163,2023-03-27,01:45,02:00,1071.0,306.0,1611.0,4632.5,0.0,37.25,708.75,1483.25,563.25,875.75,15.0,353.75,1
8164,2023-03-27,02:00,02:15,1067.75,307.5,1597.25,4641.5,0.0,36.25,709.0,1465.0,553.25,863.0,42.0,349.0,2
8165,2023-03-27,02:15,02:30,1069.5,298.5,1621.25,4728.5,0.0,35.25,708.5,1458.5,551.75,852.5,40.75,346.25,2
8166,2023-03-27,02:30,02:45,1066.0,297.25,1605.5,4740.0,0.0,35.25,708.75,1462.0,552.25,860.0,40.75,346.25,2
8167,2023-03-27,02:45,03:00,1067.75,297.5,1556.5,4717.5,0.0,35.25,709.25,1481.75,551.25,859.75,40.75,346.25,2
8168,2023-03-27,03:00,03:15,1065.5,301.75,1546.5,4783.5,0.0,36.75,709.25,1505.5,555.0,881.5,73.75,348.75,3
8169,2023-03-27,03:15,03:30,1067.5,300.25,1609.0,4817.5,0.0,37.25,709.25,1504.75,553.0,879.25,71.25,348.5,3
8170,2023-03-27,03:30,03:45,1064.75,298.25,1668.5,4843.5,0.0,37.25,709.25,1514.25,553.25,877.75,66.0,354.25,3
8171,2023-03-27,03:45,04:00,1068.5,299.25,1667.75,4840.75,0.0,37.25,709.0,1520.25,555.0,885.25,66.0,354.75,3
8172,2023-03-27,04:00,04:15,1068.75,296.0,1551.5,4839.0,0.0,36.25,709.25,1530.75,565.75,897.75,54.0,344.5,4
8173,2023-03-27,04:15,04:30,1071.5,300.5,1411.5,4864.0,0.0,35.0,709.25,1523.5,564.75,891.25,49.5,340.75,4
8174,2023-03-27,04:30,04:45,1072.75,303.5,1482.5,4807.25,0.0,34.75,708.75,1523.25,569.75,911.75,71.0,340.0,4
8175,2023-03-27,04:45,05:00,1076.5,313.75,1562.5,4759.25,0.0,35.0,708.25,1558.75,578.0,944.25,131.5,340.75,4
8176,2023-03-27,05:00,05:15,1084.25,296.75,1430.75,4731.75,0.0,37.0,708.5,1670.0,623.25,1029.0,111.75,335.25,5
8177,2023-03-27,05:15,05:30,1091.25,302.5,1248.75,4673.5,0.0,37.5,709.0,1715.25,634.25,1056.25,216.25,340.0,5
8178,2023-03-27,05:30,05:45,1098.5,301.0,1276.5,4666.5,0.0,37.5,709.5,1755.5,652.0,1064.0,260.0,343.0,5
8179,2023-03-27,05:45,06:00,1106.75,295.5,1406.5,4625.5,0.0,37.5,708.75,1844.0,679.75,1163.75,409.0,341.75,5
8180,2023-03-27,06:00,06:15,1133.0,303.75,1430.5,4646.0,0.0,38.0,709.0,1939.75,729.5,1263.5,261.5,342.75,6
8181,2023-03-27,06:15,06:30,1144.0,314.25,1305.25,4586.25,0.0,38.0,709.25,1985.5,703.25,1313.5,772.75,342.0,6
8182,2023-03-27,06:30,06:45,1144.75,342.5,1180.5,4421.25,0.25,38.0,708.75,1998.0,720.25,1359.25,1339.75,340.5,6
8183,2023-03-27,06:45,07:00,1149.5,342.25,1209.5,4466.5,1.5,37.75,708.25,2011.5,785.25,1358.5,1586.25,338.25,6
8184,2023-03-27,07:00,07:15,1160.25,310.75,1290.5,4405.25,14.25,37.75,708.5,1981.75,862.75,1321.5,1614.0,340.0,7
8185,2023-03-27,07:15,07:30,1166.75,313.5,1375.75,4349.75,55.25,38.0,708.5,1998.75,905.0,1316.25,1956.5,341.5,7
8186,2023-03-27,07:30,07:45,1166.5,331.5,1329.25,4172.0,153.75,38.0,708.75,2010.5,926.75,1381.5,2007.5,338.5,7
8187,2023-03-27,07:45,08:00,1169.0,345.25,1238.25,3898.25,343.75,38.0,709.75,2031.5,937.0,1382.25,2132.0,337.75,7
8188,2023-03-27,08:00,08:15,1172.75,375.5,1255.5,3696.5,607.75,38.25,709.5,2042.5,1010.0,1393.25,2314.75,339.75,8
8189,2023-03-27,08:15,08:30,1173.0,371.0,1271.5,3567.75,929.0,39.0,709.5,2045.5,1086.0,1408.5,2197.75,341.25,8
8190,2023-03-27,08:30,08:45,1175.0,341.5,1294.0,3369.75,1323.25,39.75,709.0,2035.75,1119.5,1418.75,1989.5,341.25,8
8191,2023-03-27,08:45,09:00,1174.75,323.75,1220.25,3267.0,1740.5,42.25,709.5,2038.0,1163.75,1461.0,1776.5,347.25,8
8192,2023-03-27,09:00,09:15,1165.0,348.75,1063.0,3257.5,2214.0,43.25,710.25,2008.0,1313.75,1419.5,1891.0,355.5,9
8193,2023-03-27,09:15,09:30,1156.75,340.25,982.0,3279.0,2723.5,43.25,710.0,1991.75,1367.25,1338.5,1744.75,355.0,9
8194,2023-03-27,09:30,09:45,1150.0,317.25,970.5,3479.0,3172.25,43.25,710.0,1989.25,1377.75,1366.75,1246.75,354.75,9
8195,2023-03-27,09:45,10:00,1145.0,312.25,1058.75,3618.25,3582.0,43.75,710.0,1964.5,1388.75,1353.0,755.25,354.0,9
8196,2023-03-27,10:00,10:15,1123.5,324.0,1008.0,3798.0,3970.5,45.0,709.5,1847.75,1359.0,1234.25,939.0,357.75,10
8197,2023-03-27,10:15,10:30,1118.25,309.75,925.5,4048.5,4283.0,45.0,710.0,1813.25,1363.75,1167.5,368.75,361.0,10
8198,2023-03-27,10:30,10:45,1116.75,314.5,844.25,4126.5,4559.25,45.0,710.0,1797.5,1388.75,1106.75,98.25,359.75,10
8199,2023-03-27,10:45,11:00,1116.25,313.5,892.75,4341.0,4739.75,45.0,709.5,1763.5,1388.25,1097.5,93.75,361.25,10
8200,2023-03-27,11:00,11:15,1102.25,312.5,794.75,4462.5,4857.25,45.0,710.25,1778.25,1379.75,1043.0,310.5,363.0,11
8201,2023-03-27,11:15,11:30,1099.25,330.0,804.0,4502.25,5062.0,45.0,709.75,1774.75,1365.5,1043.5,79.5,363.0,11
8202,2023-03-27,11:30,11:45,1097.5,322.0,812.5,4609.5,5305.5,45.0,708.5,1735.75,1360.5,1035.25,63.0,361.5,11
8203,2023-03-27,11:45,12:00,1100.25,320.5,822.5,4707.0,5353.25,45.0,709.25,1652.5,1359.75,1035.0,60.75,362.25,11
8204,2023-03-27,12:00,12:15,1090.25,321.75,849.75,4882.25,5533.25,45.25,709.0,1508.25,1365.0,986.25,47.75,364.5,12
8205,2023-03-27,12:15,12:30,1090.0,324.75,856.5,4940.5,5652.75,45.0,709.25,1441.75,1352.75,983.5,45.25,363.25,12
8206,2023-03-27,12:30,12:45,1084.75,338.0,839.75,4939.0,5730.25,45.25,708.75,1388.25,1322.0,932.0,43.25,358.5,12
8207,2023-03-27,12:45,13:00,1082.75,334.5,841.25,4922.25,5852.5,45.25,709.0,1382.0,1331.75,951.0,41.5,360.0,12
8208,2023-03-27,13:00,13:15,1078.25,340.25,820.5,5347.25,5910.0,44.25,708.5,1422.25,1296.75,950.25,47.5,362.25,13
8209,2023-03-27,13:15,13:30,1074.5,349.5,837.0,5342.5,6138.25,42.75,708.75,1412.0,1292.5,919.0,85.5,356.0,13
8210,2023-03-27,13:30,13:45,1078.25,367.5,885.5,5095.0,6099.5,42.75,708.25,1408.0,1286.25,861.25,69.25,358.0,13
8211,2023-03-27,13:45,14:00,1079.75,346.5,894.25,5172.5,6016.0,42.0,708.75,1407.25,1290.5,867.0,46.25,355.5,13
8212,2023-03-27,14:00,14:15,1073.75,349.75,900.75,5586.25,5986.5,40.0,708.5,1405.25,1306.75,824.5,52.5,353.5,14
8213,2023-03-27,14:15,14:30,1079.5,362.25,900.0,5700.25,5902.25,40.0,708.5,1383.0,1301.0,825.25,51.0,353.75,14
8214,2023-03-27,14:30,14:45,1084.0,378.75,878.5,5756.75,5877.25,40.0,708.5,1364.75,1306.0,820.0,40.5,351.75,14
8215,2023-03-27,14:45,15:00,1083.0,371.5,842.0,5818.0,5737.25,39.25,708.75,1352.5,1305.0,825.5,40.0,346.0,14
8216,2023-03-27,15:00,15:15,1081.75,380.0,854.25,5737.75,5493.75,38.75,709.0,1348.5,1300.75,851.5,40.0,341.0,15
8217,2023-03-27,15:15,15:30,1081.25,353.5,933.0,5868.25,5307.0,38.25,708.75,1346.25,1311.5,852.25,39.5,348.75,15
8218,2023-03-27,15:30,15:45,1082.5,347.75,932.75,5914.75,5241.75,38.25,707.5,1338.75,1322.75,810.5,39.5,352.0,15
8219,2023-03-27,15:45,16:00,1081.75,359.75,942.25,6015.0,4985.5,38.0,707.25,1298.75,1332.75,823.25,39.5,350.0,15
8220,2023-03-27,16:00,16:15,1091.25,353.75,916.75,5995.25,4735.75,39.0,707.25,1296.0,1369.25,880.75,39.5,352.0,16
8221,2023-03-27,16:15,16:30,1099.0,364.0,934.25,5995.25,4451.5,39.5,707.75,1337.75,1390.5,903.25,7.5,353.0,16
8222,2023-03-27,16:30,16:45,1097.5,378.0,927.0,6132.25,4165.5,39.5,708.5,1332.0,1433.0,922.25,1.0,355.25,16
8223,2023-03-27,16:45,17:00,1104.25,366.75,908.0,6337.0,3777.75,39.75,708.0,1336.25,1481.0,935.25,0.25,354.5,16
8224,2023-03-27,17:00,17:15,1120.0,380.75,931.5,6276.75,3402.25,39.75,707.25,1355.25,1561.5,974.0,0.25,353.75,17
8225,2023-03-27,17:15,17:30,1123.5,383.75,970.0,6154.5,2880.0,39.5,708.25,1456.5,1656.25,990.25,25.75,354.0,17
8226,2023-03-27,17:30,17:45,1131.5,362.0,961.25,6328.25,2431.75,39.5,708.25,1567.25,1675.25,1003.0,94.0,353.75,17
8227,2023-03-27,17:45,18:00,1146.75,356.5,981.25,6349.0,1993.75,39.75,707.75,1655.5,1687.5,1049.75,248.0,355.0,17
8228,2023-03-27,18:00,18:15,1150.75,348.25,1100.25,6142.0,1572.25,41.0,708.5,1728.75,1754.25,1073.25,113.25,354.25,18
8229,2023-03-27,18:15,18:30,1165.0,348.0,1170.25,6002.5,1174.0,41.0,708.25,1795.0,1826.75,1104.5,81.0,355.75,18
8230,2023-03-27,18:30,18:45,1171.25,349.0,1134.5,6008.25,800.25,41.0,709.25,1859.5,1864.75,1126.75,556.25,356.25,18
8231,2023-03-27,18:45,19:00,1171.5,349.75,1070.25,5969.25,500.5,41.5,709.5,1900.25,1876.75,1178.5,1024.0,359.75,18
8232,2023-03-27,19:00,19:15,1189.5,349.5,1068.0,6006.0,273.75,43.0,709.25,1927.75,1876.5,1251.0,1102.25,361.5,19
8233,2023-03-27,19:15,19:30,1197.5,352.5,1080.5,6071.5,111.75,43.0,709.5,1945.0,1871.5,1249.0,1305.5,362.25,19
8234,2023-03-27,19:30,19:45,1194.75,356.5,1082.75,6046.25,29.25,43.0,709.5,1939.0,1891.25,1288.0,1462.5,360.75,19
8235,2023-03-27,19:45,20:00,1197.25,352.75,1092.0,6099.0,3.5,43.25,708.75,1958.5,1913.5,1351.5,1391.25,362.0,19
8236,2023-03-27,20:00,20:15,1194.0,353.25,1072.25,6212.25,0.0,45.0,708.75,1983.25,1904.0,1383.25,1284.0,363.25,20
8237,2023-03-27,20:15,20:30,1192.25,354.25,1050.5,6190.75,0.0,45.25,709.0,1973.5,1907.75,1343.5,1270.25,360.25,20
8238,2023-03-27,20:30,20:45,1190.0,354.75,1083.5,6026.0,0.0,45.25,709.25,1955.0,1920.0,1327.0,1140.25,359.5,20
8239,2023-03-27,20:45,21:00,1188.5,349.75,1098.5,6015.75,0.0,45.25,709.5,1953.75,1954.0,1304.0,906.5,360.75,20
8240,2023-03-27,21:00,21:15,1180.5,351.0,1030.25,6075.5,0.0,45.25,710.0,1969.75,1948.25,1327.25,805.75,364.5,21
8241,2023-03-27,21:15,21:30,1177.75,351.25,1060.25,6058.5,0.0,45.25,709.75,1959.25,1949.25,1318.25,495.5,364.25,21
8242,2023-03-27,21:30,21:45,1176.25,350.5,1103.5,6172.5,0.0,45.25,710.0,1937.25,1947.25,1323.75,156.0,364.75,21
8243,2023-03-27,21:45,22:00,1175.0,350.25,1087.5,6172.5,0.0,45.25,710.0,1924.75,1942.25,1292.0,98.5,364.0,21
8244,2023-03-27,22:00,22:15,1160.25,354.5,1043.75,6227.75,0.0,45.25,710.25,1898.75,1939.25,1290.75,625.0,364.25,22
8245,2023-03-27,22:15,22:30,1153.5,351.5,1072.75,6310.25,0.0,45.5,710.0,1871.5,1936.0,1292.25,368.25,364.75,22
8246,2023-03-27,22:30,22:45,1150.25,351.25,1115.0,6315.75,0.0,45.5,709.75,1837.25,1915.5,1290.0,89.0,364.0,22
8247,2023-03-27,22:45,23:00,1145.75,352.25,1156.5,6229.25,0.0,45.5,710.5,1818.0,1855.5,1256.25,58.5,363.25,22
8248,2023-03-27,23:00,23:15,1133.0,363.5,970.75,6105.25,0.0,45.5,710.5,1753.5,1776.75,1223.0,207.75,365.75,23
8249,2023-03-27,23:15,23:30,1126.5,356.25,1004.75,6054.5,0.0,45.5,710.5,1703.0,1701.0,1210.5,164.0,361.75,23
