,Datum,Anfang,Ende,Biomasse [MWh] Originalauflösungen,Wasserkraft [MWh] Originalauflösungen,Wind Offshore [MWh] Originalauflösungen,Wind Onshore [MWh] Originalauflösungen,Photovoltaik [MWh] Originalauflösungen,Sonstige Erneuerbare [MWh] Originalauflösungen,Kernenergie [MWh] Originalauflösungen,Braunkohle [MWh] Originalauflösungen,Steinkohle [MWh] Originalauflösungen,Erdgas [MWh] Originalauflösungen,Pumpspeicher [MWh] Originalauflösungen,Sonstige Konventionelle [MWh] Originalauflösungen,hour
0,2023-01-01,00:00,00:15,1094.25,320.0,684.25,7145.75,0.0,32.25,615.25,962.75,517.0,429.75,13.5,307.25,0
1,2023-01-01,00:15,00:30,1091.25,317.5,743.5,7158.25,0.0,32.25,614.75,963.25,518.0,429.5,9.75,307.25,0
2,2023-01-01,00:30,00:45,1090.25,317.25,817.0,7302.25,0.0,32.5,615.0,966.5,517.0,432.0,9.75,308.25,0
3,2023-01-01,00:45,01:00,1089.25,321.5,814.5,7104.25,0.0,32.5,614.5,966.75,515.5,430.5,9.75,306.0,0
4,2023-01-01,01:00,01:15,1085.25,315.25,785.5,7322.0,0.0,32.25,614.5,969.0,513.25,391.25,26.5,306.75,1
5,2023-01-01,01:15,01:30,1087.75,304.75,898.5,7332.75,0.0,32.25,614.75,965.75,514.0,389.5,45.0,305.0,1
6,2023-01-01,01:30,01:45,1086.5,303.5,943.75,7259.75,0.0,32.25,614.75,967.5,513.75,393.75,50.5,302.0,1
7,2023-01-01,01:45,02:00,1085.25,304.25,958.25,7390.5,0.0,32.25,614.75,964.25,511.0,393.5,50.5,304.5,1
8,2023-01-01,02:00,02:15,1080.25,308.25,1009.75,7229.0,0.0,32.25,615.0,963.0,509.75,391.5,41.25,303.0,2
9,2023-01-01,02:15,02:30,1084.25,305.5,967.0,7421.75,0.0,32.25,614.75,967.0,509.0,394.5,40.75,303.75,2
10,2023-01-01,02:30,02:45,1084.75,305.75,936.25,7263.0,0.0,32.25,615.25,967.75,508.0,394.5,40.75,302.25,2
11,2023-01-01,02:45,03:00,1083.75,304.0,929.25,7352.25,0.0,32.25,614.75,962.5,507.5,391.0,40.75,302.5,2
12,2023-01-01,03:00,03:15,1083.5,309.25,907.0,6925.25,0.0,32.25,615.0,969.75,509.0,386.25,40.25,302.25,3
13,2023-01-01,03:15,03:30,1084.0,304.5,886.25,6767.5,0.0,32.25,615.0,964.5,509.75,395.25,40.25,302.75,3
14,2023-01-01,03:30,03:45,1084.75,304.25,876.5,6657.25,0.0,32.25,615.25,964.5,509.5,391.25,40.25,302.5,3
15,2023-01-01,03:45,04:00,1086.5,306.25,793.5,6658.5,0.0,32.25,615.25,966.0,508.75,392.0,40.25,304.25,3
16,2023-01-01,04:00,04:15,1086.25,317.5,821.5,6738.5,0.0,32.25,615.25,957.25,508.75,392.75,40.25,303.5,4
17,2023-01-01,04:15,04:30,1087.5,314.75,887.0,6609.75,0.0,32.0,615.25,963.75,509.75,392.25,40.25,303.75,4
18,2023-01-01,04:30,04:45,1090.5,307.75,911.5,6521.5,0.0,32.0,615.25,962.25,511.25,392.5,40.0,303.25,4
19,2023-01-01,04:45,05:00,1089.0,305.0,842.25,6569.0,0.0,32.0,615.25,957.75,510.5,373.0,40.0,303.75,4
20,2023-01-01,05:00,05:15,1089.5,305.0,847.75,6830.25,0.0,32.25,616.25,957.75,508.25,376.0,39.75,302.0,5
21,2023-01-01,05:15,05:30,1092.75,310.5,820.0,6723.25,0.0,32.25,616.0,948.75,510.25,388.0,45.25,301.75,5
22,2023-01-01,05:30,05:45,1094.25,307.0,833.25,6620.0,0.0,32.25,616.5,948.75,509.0,386.0,55.25,299.5,5
23,2023-01-01,05:45,06:00,1093.75,305.25,839.0,6621.5,0.0,32.25,616.5,948.75,509.0,389.75,52.5,300.75,5
24,2023-01-01,06:00,06:15,1100.75,303.0,846.25,6693.5,0.0,32.25,616.0,944.75,509.0,392.0,42.25,301.75,6
25,2023-01-01,06:15,06:30,1102.75,305.0,806.5,6665.5,0.0,32.0,616.25,945.5,508.25,394.25,42.5,300.75,6
26,2023-01-01,06:30,06:45,1101.25,307.0,808.25,6652.5,0.0,32.25,616.25,954.75,508.5,395.25,42.5,301.0,6
27,2023-01-01,06:45,07:00,1102.75,309.0,807.5,6611.25,0.0,32.25,615.75,956.5,507.25,395.75,43.0,302.5,6
28,2023-01-01,07:00,07:15,1110.25,314.0,893.5,6812.75,0.0,32.25,616.25,956.25,508.0,389.75,41.5,302.25,7
29,2023-01-01,07:15,07:30,1117.5,328.75,854.0,6790.25,0.0,32.25,616.0,956.25,507.75,393.75,42.5,302.75,7
30,2023-01-01,07:30,07:45,1118.5,323.0,860.5,6805.25,0.0,32.25,616.0,957.25,507.0,393.75,41.5,302.0,7
31,2023-01-01,07:45,08:00,1120.25,320.25,871.75,6714.25,0.0,32.25,616.0,960.75,508.25,391.75,40.25,302.25,7
32,2023-01-01,08:00,08:15,1122.25,317.75,779.5,6702.5,1.75,32.25,616.0,948.5,508.5,392.0,40.25,305.75,8
33,2023-01-01,08:15,08:30,1129.25,300.75,805.25,6660.5,23.0,32.25,615.25,947.25,508.25,392.0,40.0,306.0,8
34,2023-01-01,08:30,08:45,1130.25,301.75,765.5,6578.75,156.75,32.25,615.75,947.75,509.0,391.75,40.25,305.0,8
35,2023-01-01,08:45,09:00,1132.5,304.75,767.25,6476.75,359.75,32.25,615.75,945.25,511.5,388.0,40.0,303.75,8
36,2023-01-01,09:00,09:15,1131.0,311.25,868.25,6338.25,581.75,32.25,616.5,942.75,512.25,389.0,4.5,303.25,9
37,2023-01-01,09:15,09:30,1131.75,306.5,864.25,6338.5,785.25,32.0,616.75,951.25,509.25,389.5,1.25,303.5,9
38,2023-01-01,09:30,09:45,1133.5,308.25,868.25,6251.5,984.75,32.0,616.5,946.5,506.5,383.75,1.75,304.25,9
39,2023-01-01,09:45,10:00,1137.5,306.5,867.0,6201.75,1192.25,32.0,616.5,946.0,500.0,383.25,30.75,303.5,9
40,2023-01-01,10:00,10:15,1134.0,312.75,854.0,6225.0,1408.75,32.0,616.25,954.5,499.75,383.75,58.25,302.25,10
41,2023-01-01,10:15,10:30,1135.0,337.75,854.25,6102.0,1602.25,31.75,616.0,950.75,500.5,383.5,13.0,303.0,10
42,2023-01-01,10:30,10:45,1136.75,348.25,833.75,5993.0,1772.75,31.75,616.0,949.75,499.0,382.25,32.0,303.75,10
43,2023-01-01,10:45,11:00,1136.5,364.25,854.25,5844.75,1930.75,31.75,615.75,953.25,498.25,381.5,37.75,303.75,10
44,2023-01-01,11:00,11:15,1135.75,338.75,860.75,5773.25,2069.75,31.75,615.25,956.5,499.5,382.25,60.0,302.75,11
45,2023-01-01,11:15,11:30,1136.25,329.75,897.25,5755.75,2170.0,31.5,615.5,952.75,502.0,384.0,53.75,304.25,11
46,2023-01-01,11:30,11:45,1135.5,325.5,910.0,5802.5,2261.0,31.5,615.5,956.5,501.5,383.25,32.5,303.5,11
47,2023-01-01,11:45,12:00,1136.0,320.25,931.5,5759.5,2319.25,31.5,615.5,959.0,502.25,382.0,31.25,304.0,11
48,2023-01-01,12:00,12:15,1125.75,328.0,890.75,5612.75,2324.0,31.5,615.5,954.25,505.75,378.5,120.25,304.5,12
49,2023-01-01,12:15,12:30,1124.25,315.0,863.75,5460.75,2318.0,31.5,614.75,959.75,505.0,379.25,169.25,303.5,12
50,2023-01-01,12:30,12:45,1124.25,312.75,890.0,5291.25,2322.5,31.25,614.5,955.25,504.75,380.0,137.5,304.5,12
51,2023-01-01,12:45,13:00,1124.75,316.5,983.75,5191.0,2284.5,31.25,613.75,965.0,505.5,376.0,80.25,304.25,12
52,2023-01-01,13:00,13:15,1121.25,309.0,992.5,5239.75,2228.75,31.25,614.0,979.25,510.5,376.0,29.5,306.0,13
53,2023-01-01,13:15,13:30,1122.25,313.75,1005.0,5149.0,2124.5,31.25,614.25,1003.5,511.25,380.25,41.75,306.75,13
54,2023-01-01,13:30,13:45,1124.25,314.0,1030.75,4994.0,1955.0,31.25,613.75,1019.0,512.0,380.5,71.75,307.25,13
55,2023-01-01,13:45,14:00,1124.0,315.75,1035.5,4955.75,1780.5,31.25,614.0,1017.0,512.75,382.5,104.75,307.25,13
56,2023-01-01,14:00,14:15,1094.75,308.5,1536.5,5182.5,1606.5,31.25,614.0,1015.25,513.5,384.25,84.25,308.0,14
57,2023-01-01,14:15,14:30,1123.5,312.5,1671.5,5158.5,1422.0,31.25,613.5,1015.25,512.75,383.0,58.75,307.5,14
58,2023-01-01,14:30,14:45,1123.0,322.75,1674.75,5006.25,1205.5,31.25,613.0,1018.0,511.5,383.0,129.5,307.25,14
59,2023-01-01,14:45,15:00,1129.25,316.5,1679.25,5105.0,987.25,31.25,613.25,1021.75,510.25,380.5,131.0,306.75,14
60,2023-01-01,15:00,15:15,1135.75,310.5,1677.75,5451.25,774.0,31.5,612.75,1017.0,514.25,380.0,145.0,308.0,15
61,2023-01-01,15:15,15:30,1137.75,302.75,1676.0,5625.25,567.25,31.5,612.5,1022.75,516.75,382.0,181.75,307.0,15
62,2023-01-01,15:30,15:45,1139.25,307.0,1675.0,5605.25,372.75,31.5,612.25,1020.75,517.75,380.25,104.75,305.75,15
63,2023-01-01,15:45,16:00,1146.5,300.0,1672.25,5521.5,199.75,31.5,612.0,1037.0,532.75,376.0,407.75,301.5,15
64,2023-01-01,16:00,16:15,1156.0,302.5,1667.75,5396.25,81.75,31.75,612.75,1060.75,574.0,404.75,176.25,301.5,16
65,2023-01-01,16:15,16:30,1161.0,314.5,1664.0,5271.25,21.25,31.75,613.0,1074.0,613.25,407.75,482.75,302.5,16
66,2023-01-01,16:30,16:45,1161.5,315.0,1666.25,5168.75,1.75,32.0,613.25,1079.25,628.25,408.0,762.25,305.0,16
67,2023-01-01,16:45,17:00,1165.25,334.5,1660.75,5056.75,0.0,32.0,613.0,1069.75,634.75,404.5,955.0,307.25,16
68,2023-01-01,17:00,17:15,1174.75,323.0,1647.5,4967.75,0.0,32.0,614.0,1036.75,577.0,396.5,583.75,308.5,17
69,2023-01-01,17:15,17:30,1179.25,318.5,1644.75,4942.75,0.0,32.0,614.0,1066.5,551.5,399.25,727.5,309.75,17
70,2023-01-01,17:30,17:45,1177.75,312.0,1632.75,4943.0,0.0,32.25,614.25,1090.75,551.75,404.0,762.5,309.75,17
71,2023-01-01,17:45,18:00,1182.25,302.25,1630.0,4956.5,0.0,32.25,614.5,1096.75,557.5,401.75,913.0,309.75,17
72,2023-01-01,18:00,18:15,1179.25,301.0,1571.5,4937.0,0.0,32.25,614.5,1126.25,568.75,417.0,834.5,310.5,18
73,2023-01-01,18:15,18:30,1178.75,304.5,1545.5,4890.25,0.0,32.25,614.5,1152.75,590.75,413.0,888.25,308.75,18
74,2023-01-01,18:30,18:45,1177.25,304.75,1524.25,4888.75,0.0,32.25,614.0,1150.25,597.75,411.0,851.0,307.25,18
75,2023-01-01,18:45,19:00,1175.25,303.25,1538.75,4823.5,0.0,32.25,614.25,1172.75,604.5,416.25,763.5,308.75,18
76,2023-01-01,19:00,19:15,1171.5,311.0,1550.5,4756.5,0.0,33.0,614.75,1123.5,602.5,411.0,886.75,310.25,19
77,2023-01-01,19:15,19:30,1169.75,298.75,1536.0,4791.5,0.0,33.0,614.75,1124.0,603.0,413.5,723.25,308.0,19
78,2023-01-01,19:30,19:45,1169.0,304.0,1486.5,4810.75,0.0,32.75,614.5,1125.75,600.5,410.0,667.5,308.5,19
79,2023-01-01,19:45,20:00,1168.5,302.25,1433.25,4805.5,0.0,32.25,614.75,1140.0,571.5,406.25,570.5,308.75,19
80,2023-01-01,20:00,20:15,1158.25,305.75,1407.5,4847.75,0.0,32.25,615.25,1126.0,562.25,416.0,656.75,309.5,20
81,2023-01-01,20:15,20:30,1154.75,300.75,1397.25,4868.5,0.0,32.25,615.75,1114.75,552.25,417.75,508.5,310.0,20
82,2023-01-01,20:30,20:45,1155.0,296.75,1386.75,4887.75,0.0,32.25,616.0,1099.25,548.5,419.25,322.0,309.25,20
83,2023-01-01,20:45,21:00,1156.0,294.0,1401.25,4956.25,0.0,32.25,615.25,1116.0,533.5,418.75,250.5,310.25,20
84,2023-01-01,21:00,21:15,1146.0,293.75,1541.0,4986.0,0.0,32.25,615.25,1136.75,475.25,405.0,416.0,307.75,21
85,2023-01-01,21:15,21:30,1143.0,294.0,1537.75,4896.75,0.0,32.25,615.5,1129.5,479.25,412.75,401.25,308.0,21
86,2023-01-01,21:30,21:45,1141.75,294.5,1532.75,4796.0,0.0,32.25,616.0,1126.25,479.5,408.5,337.5,308.75,21
87,2023-01-01,21:45,22:00,1142.5,294.5,1485.5,4750.75,0.0,32.25,615.0,1126.0,479.25,410.25,348.0,306.25,21
88,2023-01-01,22:00,22:15,1129.75,308.0,1399.75,4682.5,0.0,32.5,615.25,1126.0,477.25,411.5,390.25,308.5,22
89,2023-01-01,22:15,22:30,1128.25,300.25,1304.5,4635.0,0.0,32.25,615.5,1126.5,476.0,414.0,413.5,308.25,22
90,2023-01-01,22:30,22:45,1128.0,304.5,1229.0,4600.5,0.0,32.25,615.5,1126.25,471.75,418.25,322.0,305.5,22
91,2023-01-01,22:45,23:00,1126.25,298.75,1208.75,4563.0,0.0,32.25,615.25,1151.25,472.25,419.5,188.25,306.5,22
92,2023-01-01,23:00,23:15,1114.0,296.5,1238.0,4522.25,0.0,32.5,615.0,1149.5,468.75,417.5,249.0,308.25,23
93,2023-01-01,23:15,23:30,1114.25,293.75,1208.0,4545.0,0.0,32.5,614.75,1138.25,466.25,417.25,56.5,308.5,23
94,2023-01-01,23:30,23:45,1112.75,292.5,1179.75,4583.75,0.0,32.5,615.0,1149.25,466.25,412.75,30.75,307.75,23
95,2023-01-01,23:45,00:00,1107.75,292.25,1103.5,4582.25,0.0,32.5,615.75,1164.0,464.5,418.0,2.75,309.25,23
96,2023-01-02,00:00,00:15,1089.5,302.75,969.5,4603.0,0.0,32.5,615.75,1181.5,497.0,430.5,11.25,308.25,0
97,2023-01-02,00:15,00:30,1088.0,303.75,801.5,4644.25,0.0,32.5,615.75,1176.5,497.75,424.5,41.0,308.75,0
98,2023-01-02,00:30,00:45,1088.75,315.5,607.75,4678.0,0.0,32.5,615.75,1181.25,494.0,428.75,44.0,309.75,0
99,2023-01-02,00:45,01:00,1089.0,324.0,502.25,4677.0,0.0,32.5,615.5,1182.75,494.0,430.0,58.5,306.75,0
100,2023-01-02,01:00,01:15,1083.0,310.25,482.25,4736.75,0.0,32.5,614.75,1183.75,493.25,419.0,67.0,307.25,1
101,2023-01-02,01:15,01:30,1082.0,296.5,448.25,4815.25,0.0,32.5,615.5,1189.75,491.5,417.0,43.25,307.0,1
102,2023-01-02,01:30,01:45,1081.25,298.0,415.25,4802.75,0.0,32.5,615.5,1190.75,492.25,424.5,40.75,304.75,1
103,2023-01-02,01:45,02:00,1081.0,299.0,399.5,4767.0,0.0,32.5,615.5,1188.0,492.75,425.25,40.25,307.0,1
104,2023-01-02,02:00,02:15,1079.0,316.5,342.0,5053.0,0.0,32.5,615.25,1186.75,503.75,429.0,43.75,304.0,2
105,2023-01-02,02:15,02:30,1079.25,303.25,318.25,5256.75,0.0,32.5,615.0,1193.5,504.75,428.0,40.75,301.5,2
106,2023-01-02,02:30,02:45,1076.5,307.0,278.25,5312.0,0.0,32.5,615.25,1194.75,503.0,427.75,41.5,300.5,2
107,2023-01-02,02:45,03:00,1080.25,310.5,245.25,5365.0,0.0,32.5,615.5,1193.75,499.5,429.25,41.0,302.25,2
108,2023-01-02,03:00,03:15,1079.0,316.75,229.25,5468.0,0.0,32.5,615.0,1199.25,502.75,426.75,42.5,302.0,3
109,2023-01-02,03:15,03:30,1081.5,309.75,225.75,5600.25,0.0,32.5,615.25,1204.25,504.5,426.75,45.75,305.25,3
110,2023-01-02,03:30,03:45,1084.25,309.5,199.75,5723.0,0.0,32.75,615.5,1204.5,506.5,425.25,51.0,305.75,3
111,2023-01-02,03:45,04:00,1084.5,310.75,196.25,5818.0,0.0,32.5,614.75,1205.5,505.5,427.75,51.0,306.5,3
112,2023-01-02,04:00,04:15,1087.75,320.5,176.25,6017.5,0.0,32.75,614.75,1280.5,513.25,432.75,43.0,303.0,4
113,2023-01-02,04:15,04:30,1093.25,321.25,160.75,6116.25,0.0,32.5,614.75,1370.25,514.0,428.0,44.75,303.75,4
114,2023-01-02,04:30,04:45,1093.0,311.25,166.25,6189.0,0.0,32.5,614.75,1449.5,514.5,431.0,43.0,304.25,4
115,2023-01-02,04:45,05:00,1098.0,301.0,178.75,6338.25,0.0,32.5,615.0,1508.0,512.0,437.5,40.5,303.75,4
116,2023-01-02,05:00,05:15,1099.0,319.25,184.0,6322.5,0.0,32.75,614.25,1562.0,529.75,441.25,39.75,299.5,5
117,2023-01-02,05:15,05:30,1106.5,308.25,204.5,6363.0,0.0,32.5,615.0,1565.5,536.25,449.5,39.25,298.5,5
118,2023-01-02,05:30,05:45,1106.75,316.75,225.75,6466.75,0.0,32.5,615.25,1570.25,540.0,452.5,39.25,297.25,5
119,2023-01-02,05:45,06:00,1108.5,319.25,244.25,6625.75,0.0,32.5,615.0,1621.75,539.5,450.0,94.0,297.75,5
120,2023-01-02,06:00,06:15,1118.5,306.5,271.75,6790.75,0.0,32.5,615.25,1795.5,555.0,485.0,39.25,310.0,6
121,2023-01-02,06:15,06:30,1125.5,304.5,282.75,6914.75,0.0,32.5,615.0,1960.75,559.25,488.5,263.25,310.25,6
122,2023-01-02,06:30,06:45,1123.0,300.75,312.75,6935.75,0.0,32.75,614.5,2071.5,617.25,497.75,349.5,308.75,6
123,2023-01-02,06:45,07:00,1128.75,294.5,307.0,7012.5,0.0,33.0,614.75,2206.5,652.0,503.75,253.0,305.0,6
124,2023-01-02,07:00,07:15,1145.75,294.75,304.5,7127.0,0.0,32.75,615.5,2406.75,663.25,516.5,140.25,307.5,7
125,2023-01-02,07:15,07:30,1151.75,307.25,310.5,7192.25,0.0,32.75,615.25,2538.5,668.25,531.0,118.0,310.75,7
126,2023-01-02,07:30,07:45,1155.25,313.5,329.75,7311.25,0.0,32.75,615.5,2577.75,676.25,526.25,14.75,311.5,7
127,2023-01-02,07:45,08:00,1161.5,305.75,355.0,7510.5,0.0,32.75,616.0,2591.25,683.5,516.75,242.25,310.25,7
128,2023-01-02,08:00,08:15,1168.5,298.0,382.25,7569.75,1.75,32.75,615.75,2649.0,711.75,515.5,241.0,312.5,8
129,2023-01-02,08:15,08:30,1170.25,301.25,422.5,7584.75,24.75,32.75,615.0,2684.25,720.0,518.0,212.25,314.75,8
130,2023-01-02,08:30,08:45,1176.75,301.75,457.25,7652.0,141.0,32.75,615.5,2710.0,735.0,524.5,74.0,315.25,8
131,2023-01-02,08:45,09:00,1181.0,300.0,484.75,7631.25,288.75,32.75,615.5,2750.0,753.0,529.0,78.25,315.0,8
132,2023-01-02,09:00,09:15,1178.5,305.25,491.0,7681.25,458.75,32.75,615.5,2861.0,773.0,547.5,280.5,317.0,9
133,2023-01-02,09:15,09:30,1178.75,303.25,500.75,7618.5,636.0,32.75,615.25,2954.75,792.25,550.5,262.75,316.25,9
134,2023-01-02,09:30,09:45,1182.25,302.75,490.75,7527.75,805.5,32.75,616.0,2973.5,811.75,549.5,209.5,317.75,9
135,2023-01-02,09:45,10:00,1183.0,308.25,495.75,7432.0,982.75,32.75,616.25,2998.75,834.5,554.25,200.5,316.0,9
136,2023-01-02,10:00,10:15,1178.5,326.0,524.0,7288.75,1133.75,33.5,616.25,3089.5,847.25,575.75,659.25,318.75,10
137,2023-01-02,10:15,10:30,1181.5,323.5,569.5,7210.0,1314.0,34.0,615.25,3107.25,855.25,587.5,576.0,318.5,10
138,2023-01-02,10:30,10:45,1182.25,333.25,579.0,7023.0,1477.75,34.25,615.5,3123.25,870.25,596.75,381.0,320.0,10
139,2023-01-02,10:45,11:00,1183.0,322.0,617.25,6901.25,1607.25,34.5,616.0,3154.25,884.75,607.75,363.75,321.0,10
140,2023-01-02,11:00,11:15,1175.75,327.25,716.25,6857.75,1742.25,34.5,616.5,3143.75,915.5,586.25,478.5,320.0,11
141,2023-01-02,11:15,11:30,1177.5,316.25,762.25,6847.0,1823.0,34.5,616.25,3129.5,924.5,588.75,363.25,316.0,11
142,2023-01-02,11:30,11:45,1176.0,322.5,775.25,6773.0,1881.75,34.5,616.25,3144.75,941.75,654.0,416.75,319.5,11
143,2023-01-02,11:45,12:00,1172.75,327.75,778.0,6737.5,1924.0,34.25,616.0,3145.25,916.25,655.0,467.25,321.25,11
144,2023-01-02,12:00,12:15,1167.5,313.5,819.75,6741.75,1933.25,34.0,616.0,3158.75,869.5,572.25,380.5,320.25,12
145,2023-01-02,12:15,12:30,1164.5,328.0,796.5,6704.25,1932.5,32.75,615.75,3159.25,853.25,555.75,264.25,316.75,12
146,2023-01-02,12:30,12:45,1165.0,330.0,814.75,6660.5,1909.25,32.5,615.75,3162.0,836.0,565.25,236.0,318.25,12
147,2023-01-02,12:45,13:00,1164.0,329.75,884.75,6601.75,1836.25,32.5,615.5,3190.5,839.75,558.25,188.0,318.0,12
148,2023-01-02,13:00,13:15,1162.25,313.0,997.0,6583.75,1713.5,32.5,615.5,3248.5,863.75,532.0,119.5,330.25,13
149,2023-01-02,13:15,13:30,1163.0,329.0,1089.25,6449.75,1547.75,32.5,614.5,3278.25,881.5,541.0,110.5,332.0,13
150,2023-01-02,13:30,13:45,1163.75,335.0,1161.75,6337.0,1396.5,32.5,614.75,3297.0,874.75,547.25,115.5,332.5,13
151,2023-01-02,13:45,14:00,1162.25,331.25,1219.5,6299.75,1261.25,32.5,614.5,3291.75,885.75,550.75,124.25,329.75,13
152,2023-01-02,14:00,14:15,1162.5,304.25,1327.75,6278.5,1095.25,32.75,614.75,3295.0,926.75,561.25,111.5,326.25,14
153,2023-01-02,14:15,14:30,1165.0,302.0,1430.0,6255.25,939.25,33.0,614.5,3309.5,941.25,603.5,68.5,326.0,14
154,2023-01-02,14:30,14:45,1166.5,302.0,1476.75,6169.25,762.0,34.25,614.5,3306.75,946.25,651.5,126.0,329.25,14
155,2023-01-02,14:45,15:00,1165.25,300.25,1496.75,6040.25,590.75,34.25,614.25,3320.75,947.0,649.5,319.75,331.0,14
156,2023-01-02,15:00,15:15,1172.75,299.75,1487.5,5914.5,446.5,34.25,614.75,3345.75,939.75,633.0,54.5,331.0,15
157,2023-01-02,15:15,15:30,1177.25,301.25,1480.0,5818.5,314.25,34.25,614.75,3348.75,958.75,654.25,138.75,330.5,15
158,2023-01-02,15:30,15:45,1178.75,299.5,1468.0,5808.75,195.0,34.25,614.75,3345.0,975.75,618.75,325.75,330.75,15
159,2023-01-02,15:45,16:00,1183.25,298.75,1495.75,5840.5,100.5,34.5,614.75,3344.25,975.25,627.0,419.25,329.75,15
160,2023-01-02,16:00,16:15,1199.25,303.75,1537.0,5784.5,36.5,34.5,614.5,3343.75,984.5,666.0,200.25,334.5,16
161,2023-01-02,16:15,16:30,1205.75,307.0,1523.25,5644.75,8.25,34.5,614.5,3346.75,995.75,649.5,305.5,335.75,16
162,2023-01-02,16:30,16:45,1207.75,304.25,1564.0,5592.25,0.75,34.5,614.5,3348.5,996.5,634.5,650.5,333.25,16
163,2023-01-02,16:45,17:00,1214.0,304.75,1587.5,5538.25,0.0,34.5,614.5,3353.5,994.5,652.75,965.25,333.0,16
164,2023-01-02,17:00,17:15,1222.75,305.75,1608.75,5535.75,0.0,34.5,614.25,3354.5,1038.5,699.5,1221.25,334.75,17
165,2023-01-02,17:15,17:30,1223.5,307.5,1620.75,5553.5,0.0,34.75,614.0,3345.25,1047.25,697.75,1390.75,334.5,17
166,2023-01-02,17:30,17:45,1224.5,306.5,1582.75,5656.5,0.0,34.75,613.75,3347.25,1057.0,700.75,1444.75,333.25,17
167,2023-01-02,17:45,18:00,1227.0,306.0,1564.0,5789.5,0.0,34.75,614.25,3349.0,1021.0,699.5,1384.75,333.5,17
168,2023-01-02,18:00,18:15,1230.75,310.25,1558.25,5777.0,0.0,34.75,614.25,3346.75,1072.75,700.75,1513.75,334.25,18
169,2023-01-02,18:15,18:30,1226.75,311.25,1522.5,5768.25,0.0,34.75,613.75,3342.25,1048.0,697.0,1473.5,333.0,18
170,2023-01-02,18:30,18:45,1227.25,308.0,1506.0,5757.25,0.0,34.75,613.5,3350.5,1066.0,694.5,1400.0,333.25,18
171,2023-01-02,18:45,19:00,1227.0,309.0,1546.0,5776.0,0.0,34.75,613.75,3352.5,1085.75,695.0,1185.0,333.75,18
172,2023-01-02,19:00,19:15,1222.75,326.0,1545.25,5777.75,0.0,34.75,614.0,3350.5,1096.5,697.0,1384.0,334.5,19
173,2023-01-02,19:15,19:30,1218.75,328.5,1541.5,5695.5,0.0,34.75,614.0,3353.75,1085.0,706.5,1108.25,334.75,19
174,2023-01-02,19:30,19:45,1218.25,310.5,1516.25,5653.75,0.0,34.75,614.25,3357.75,1097.25,732.5,922.75,333.5,19
175,2023-01-02,19:45,20:00,1219.75,313.0,1454.75,5603.75,0.0,34.75,614.75,3359.75,1086.5,727.75,617.25,333.75,19
176,2023-01-02,20:00,20:15,1201.5,309.0,1434.5,5555.75,0.0,34.75,614.75,3352.5,1069.25,700.5,545.75,334.5,20
177,2023-01-02,20:15,20:30,1192.5,309.5,1471.5,5524.25,0.0,34.75,614.25,3345.75,1068.0,687.25,299.25,333.75,20
178,2023-01-02,20:30,20:45,1191.0,313.0,1464.25,5496.5,0.0,34.75,614.0,3362.75,1057.0,697.0,88.25,333.75,20
179,2023-01-02,20:45,21:00,1189.25,310.25,1477.25,5507.5,0.0,34.75,614.5,3355.5,1041.25,692.25,18.75,332.75,20
180,2023-01-02,21:00,21:15,1173.75,315.75,1443.25,5420.0,0.0,34.75,614.25,3363.25,1006.25,673.5,254.25,332.75,21
181,2023-01-02,21:15,21:30,1167.0,318.0,1401.75,5347.0,0.0,34.75,614.5,3360.5,971.5,668.0,50.0,332.75,21
182,2023-01-02,21:30,21:45,1166.0,312.75,1368.5,5267.0,0.0,34.75,614.25,3349.5,941.0,658.75,15.0,332.75,21
183,2023-01-02,21:45,22:00,1164.5,312.5,1332.25,5213.0,0.0,35.0,613.75,3343.5,918.75,660.5,6.0,332.0,21
184,2023-01-02,22:00,22:15,1148.0,327.75,1308.0,5115.0,0.0,35.0,614.25,3370.25,958.0,657.25,120.25,334.0,22
185,2023-01-02,22:15,22:30,1144.0,314.75,1309.5,5080.75,0.0,35.0,615.0,3373.75,912.25,657.5,64.25,334.25,22
186,2023-01-02,22:30,22:45,1140.75,315.5,1312.25,5041.5,0.0,35.0,614.25,3382.75,891.75,661.25,27.5,333.5,22
187,2023-01-02,22:45,23:00,1146.75,315.0,1308.0,5037.75,0.0,35.0,614.75,3371.75,876.75,656.25,6.5,333.0,22
188,2023-01-02,23:00,23:15,1142.0,333.0,1254.0,4976.0,0.0,35.0,614.25,3365.5,841.75,639.25,51.5,331.25,23
189,2023-01-02,23:15,23:30,1141.25,315.5,1255.25,4950.0,0.0,35.0,615.0,3370.25,801.75,646.25,21.0,332.5,23
190,2023-01-02,23:30,23:45,1140.5,317.0,1226.25,4884.5,0.0,35.0,614.5,3357.0,796.0,644.75,18.75,332.25,23
191,2023-01-02,23:45,00:00,1141.5,321.0,1152.5,4858.25,0.0,34.75,615.0,3304.25,848.0,610.0,4.0,333.0,23
192,2023-01-03,00:00,00:15,1123.75,319.25,1089.25,4783.75,0.0,34.0,614.5,3260.5,849.25,595.25,50.5,340.25,0
193,2023-01-03,00:15,00:30,1122.75,320.0,1106.25,4767.75,0.0,33.25,614.5,3220.0,852.0,572.5,2.75,337.25,0
