,Datum,Anfang,Ende,Gesamt (Netzlast) [MWh] Originalauflösungen,Residuallast [MWh] Originalauflösungen,Pumpspeicher [MWh] Originalauflösungen
16965,2023-06-26,18:15,18:30,14491.25,4428.25,236.0
16966,2023-06-26,18:30,18:45,14406.25,4884.25,78.5
16967,2023-06-26,18:45,19:00,14400.0,5494.75,4.25
16968,2023-06-26,19:00,19:15,14457.25,6037.5,161.5
16969,2023-06-26,19:15,19:30,14227.75,6247.75,30.0
16970,2023-06-26,19:30,19:45,14170.5,6612.75,2.25
16971,2023-06-26,19:45,20:00,14089.75,6977.75,2.0
16972,2023-06-26,20:00,20:15,14070.25,7287.5,2.25
16973,2023-06-26,20:15,20:30,13975.0,7581.0,2.25
16974,2023-06-26,20:30,20:45,13866.0,7854.25,2.25
16975,2023-06-26,20:45,21:00,13775.25,8004.0,2.0
16976,2023-06-26,21:00,21:15,13561.75,7950.0,2.0
16977,2023-06-26,21:15,21:30,13494.5,8029.5,2.0
16978,2023-06-26,21:30,21:45,13362.75,8052.0,2.0
16979,2023-06-26,21:45,22:00,13306.25,8155.5,3.25
16980,2023-06-26,22:00,22:15,13259.5,8349.25,3.5
16981,2023-06-26,22:15,22:30,13080.5,8220.75,2.75
16982,2023-06-26,22:30,22:45,12822.75,8062.5,3.0
16983,2023-06-26,22:45,23:00,12557.0,7844.5,3.25
16984,2023-06-26,23:00,23:15,12312.75,7565.75,3.0
16985,2023-06-26,23:15,23:30,12078.75,7380.5,3.25
16986,2023-06-26,23:30,23:45,11866.5,7179.0,38.0
16987,2023-06-26,23:45,00:00,11676.0,6962.75,171.0
16988,2023-06-27,00:00,00:15,11602.25,6685.25,69.5
16989,2023-06-27,00:15,00:30,11584.75,6631.25,203.5
16990,2023-06-27,00:30,00:45,11511.5,6558.5,461.75
16991,2023-06-27,00:45,01:00,11438.0,6669.25,417.0
16992,2023-06-27,01:00,01:15,11135.0,6536.75,278.25
16993,2023-06-27,01:15,01:30,11051.25,6525.75,346.75
16994,2023-06-27,01:30,01:45,10866.5,6306.25,329.0
16995,2023-06-27,01:45,02:00,10806.0,6236.75,399.25
16996,2023-06-27,02:00,02:15,10783.5,6264.25,410.25
16997,2023-06-27,02:15,02:30,10709.0,6271.25,433.75
16998,2023-06-27,02:30,02:45,10703.75,6362.5,472.5
16999,2023-06-27,02:45,03:00,10714.5,6417.25,517.75
17000,2023-06-27,03:00,03:15,10711.0,6473.75,656.25
17001,2023-06-27,03:15,03:30,10732.25,6503.5,671.0
17002,2023-06-27,03:30,03:45,10728.75,6487.75,685.25
17003,2023-06-27,03:45,04:00,10801.25,6583.25,698.75
17004,2023-06-27,04:00,04:15,10835.5,6646.25,603.5
17005,2023-06-27,04:15,04:30,10886.25,6697.5,599.25
17006,2023-06-27,04:30,04:45,10893.5,6698.25,464.75
17007,2023-06-27,04:45,05:00,10933.5,6793.0,339.25
17008,2023-06-27,05:00,05:15,11161.0,7055.5,436.5
17009,2023-06-27,05:15,05:30,11233.0,7175.75,363.0
17010,2023-06-27,05:30,05:45,11381.5,7393.5,245.75
17011,2023-06-27,05:45,06:00,11731.75,7704.5,119.75
17012,2023-06-27,06:00,06:15,12457.75,8336.25,347.5
17013,2023-06-27,06:15,06:30,13030.0,8870.75,28.25
17014,2023-06-27,06:30,06:45,13378.25,9147.75,3.25
17015,2023-06-27,06:45,07:00,13599.75,9294.25,3.0
17016,2023-06-27,07:00,07:15,13911.0,9544.75,2.75
17017,2023-06-27,07:15,07:30,14166.75,9621.75,2.5
17018,2023-06-27,07:30,07:45,14364.25,9558.5,2.0
17019,2023-06-27,07:45,08:00,14519.25,9346.0,2.25
17020,2023-06-27,08:00,08:15,14679.75,9157.0,1.75
17021,2023-06-27,08:15,08:30,14799.25,8816.75,1.5
17022,2023-06-27,08:30,08:45,14839.5,8393.25,3.25
17023,2023-06-27,08:45,09:00,14962.25,7956.0,38.75
17024,2023-06-27,09:00,09:15,14895.0,7201.75,8.25
17025,2023-06-27,09:15,09:30,14908.0,6739.5,55.5
17026,2023-06-27,09:30,09:45,15006.75,6315.5,109.5
17027,2023-06-27,09:45,10:00,14946.75,5688.25,473.0
17028,2023-06-27,10:00,10:15,14894.0,5175.25,178.5
17029,2023-06-27,10:15,10:30,14987.5,4897.25,260.5
17030,2023-06-27,10:30,10:45,15118.0,4682.75,360.25
17031,2023-06-27,10:45,11:00,15156.5,4548.0,470.0
17032,2023-06-27,11:00,11:15,15322.25,4466.5,277.25
17033,2023-06-27,11:15,11:30,15446.0,4518.25,265.75
17034,2023-06-27,11:30,11:45,15302.25,4287.25,393.75
17035,2023-06-27,11:45,12:00,15191.25,4092.25,429.25
17036,2023-06-27,12:00,12:15,15057.25,3959.5,382.75
17037,2023-06-27,12:15,12:30,14866.5,3672.25,395.0
17038,2023-06-27,12:30,12:45,14907.5,3702.5,261.25
17039,2023-06-27,12:45,13:00,14942.25,3591.5,459.5
17040,2023-06-27,13:00,13:15,14869.5,3404.25,858.0
17041,2023-06-27,13:15,13:30,14851.5,3148.75,942.75
17042,2023-06-27,13:30,13:45,14776.25,3042.75,1006.5
17043,2023-06-27,13:45,14:00,14573.5,2909.75,1033.5
17044,2023-06-27,14:00,14:15,14585.5,2933.0,1068.75
17045,2023-06-27,14:15,14:30,14605.75,3050.75,1112.75
17046,2023-06-27,14:30,14:45,14525.75,3032.25,1119.75
17047,2023-06-27,14:45,15:00,14485.75,3072.75,1114.75
17048,2023-06-27,15:00,15:15,14577.75,3228.75,1023.25
17049,2023-06-27,15:15,15:30,14501.25,3263.5,998.5
17050,2023-06-27,15:30,15:45,14346.0,3331.25,806.75
17051,2023-06-27,15:45,16:00,14309.25,3479.0,745.0
17052,2023-06-27,16:00,16:15,14148.0,3548.5,727.5
17053,2023-06-27,16:15,16:30,14093.25,3746.0,677.5
17054,2023-06-27,16:30,16:45,14083.25,4139.5,352.75
17055,2023-06-27,16:45,17:00,14047.75,4590.0,230.25
17056,2023-06-27,17:00,17:15,14308.5,5274.5,309.0
17057,2023-06-27,17:15,17:30,14347.75,5713.5,157.75
17058,2023-06-27,17:30,17:45,14349.0,6007.0,89.5
17059,2023-06-27,17:45,18:00,14403.25,6399.5,25.25
17060,2023-06-27,18:00,18:15,14477.25,6760.75,125.0
17061,2023-06-27,18:15,18:30,14428.25,6987.25,90.75
17062,2023-06-27,18:30,18:45,14312.75,7480.25,9.25
17063,2023-06-27,18:45,19:00,14346.5,7943.75,2.75
17064,2023-06-27,19:00,19:15,14352.0,8427.75,43.75
17065,2023-06-27,19:15,19:30,14223.75,8735.5,77.75
17066,2023-06-27,19:30,19:45,14214.5,9095.0,15.0
17067,2023-06-27,19:45,20:00,14227.0,9474.5,2.5
17068,2023-06-27,20:00,20:15,14064.25,9635.0,1.75
17069,2023-06-27,20:15,20:30,13907.5,9745.75,2.75
17070,2023-06-27,20:30,20:45,13751.0,9891.75,2.0
17071,2023-06-27,20:45,21:00,13699.25,10172.25,2.0
17072,2023-06-27,21:00,21:15,13542.5,10133.0,12.75
17073,2023-06-27,21:15,21:30,13437.75,10073.25,3.0
17074,2023-06-27,21:30,21:45,13298.5,9917.5,3.25
17075,2023-06-27,21:45,22:00,13257.0,9889.5,43.25
17076,2023-06-27,22:00,22:15,13135.75,9951.75,29.25
17077,2023-06-27,22:15,22:30,12955.75,9746.5,3.25
17078,2023-06-27,22:30,22:45,12787.5,9621.25,9.5
17079,2023-06-27,22:45,23:00,12575.0,9395.25,34.0
17080,2023-06-27,23:00,23:15,12352.0,9228.5,206.0
17081,2023-06-27,23:15,23:30,12231.75,9144.5,268.75
17082,2023-06-27,23:30,23:45,12062.25,8970.25,401.5
17083,2023-06-27,23:45,00:00,11887.25,8788.75,474.75
17084,2023-06-28,00:00,00:15,11460.25,8382.5,79.75
17085,2023-06-28,00:15,00:30,11329.5,8261.5,124.5
17086,2023-06-28,00:30,00:45,11149.0,8130.0,217.25
17087,2023-06-28,00:45,01:00,11018.75,8037.0,217.5
17088,2023-06-28,01:00,01:15,10857.5,7844.0,461.0
17089,2023-06-28,01:15,01:30,10806.5,7808.25,493.75
17090,2023-06-28,01:30,01:45,10716.0,7736.75,579.25
17091,2023-06-28,01:45,02:00,10622.5,7659.5,695.75
17092,2023-06-28,02:00,02:15,10602.5,7673.0,688.25
17093,2023-06-28,02:15,02:30,10578.5,7630.0,711.25
17094,2023-06-28,02:30,02:45,10602.5,7658.0,761.0
17095,2023-06-28,02:45,03:00,10635.0,7714.25,748.5
17096,2023-06-28,03:00,03:15,10608.25,7635.25,709.0
17097,2023-06-28,03:15,03:30,10641.5,7650.75,710.0
17098,2023-06-28,03:30,03:45,10660.25,7722.0,754.0
17099,2023-06-28,03:45,04:00,10613.75,7704.75,738.25
17100,2023-06-28,04:00,04:15,10687.25,7798.75,638.0
17101,2023-06-28,04:15,04:30,10652.0,7808.25,583.0
17102,2023-06-28,04:30,04:45,10733.0,7948.5,527.0
17103,2023-06-28,04:45,05:00,10878.5,8137.25,455.0
17104,2023-06-28,05:00,05:15,11070.0,8351.25,468.75
17105,2023-06-28,05:15,05:30,11200.0,8523.25,376.25
17106,2023-06-28,05:30,05:45,11435.0,8810.5,181.25
17107,2023-06-28,05:45,06:00,11740.75,9099.25,166.75
17108,2023-06-28,06:00,06:15,12500.5,9810.75,237.0
17109,2023-06-28,06:15,06:30,12949.25,10228.75,43.0
17110,2023-06-28,06:30,06:45,13249.25,10449.5,20.75
17111,2023-06-28,06:45,07:00,13587.25,10691.75,3.25
17112,2023-06-28,07:00,07:15,13981.75,10899.25,3.0
17113,2023-06-28,07:15,07:30,14229.25,10970.75,3.0
17114,2023-06-28,07:30,07:45,14416.5,10984.75,3.0
17115,2023-06-28,07:45,08:00,14579.0,10853.0,3.0
17116,2023-06-28,08:00,08:15,14716.75,10663.25,2.0
17117,2023-06-28,08:15,08:30,14866.75,10384.25,26.25
17118,2023-06-28,08:30,08:45,14987.25,10091.0,38.25
17119,2023-06-28,08:45,09:00,14981.25,9759.5,79.75
17120,2023-06-28,09:00,09:15,14841.5,9296.5,29.5
17121,2023-06-28,09:15,09:30,14940.25,9010.75,70.25
17122,2023-06-28,09:30,09:45,15001.25,8731.5,102.5
17123,2023-06-28,09:45,10:00,14972.25,8424.0,215.5
17124,2023-06-28,10:00,10:15,15031.5,8153.25,82.0
17125,2023-06-28,10:15,10:30,15041.0,7836.5,129.75
17126,2023-06-28,10:30,10:45,15030.75,7535.0,204.5
17127,2023-06-28,10:45,11:00,15022.0,7258.25,380.75
17128,2023-06-28,11:00,11:15,15206.0,7157.0,327.75
17129,2023-06-28,11:15,11:30,15222.25,6928.25,519.25
17130,2023-06-28,11:30,11:45,15271.25,6854.0,599.0
17131,2023-06-28,11:45,12:00,15230.5,6843.5,754.0
17132,2023-06-28,12:00,12:15,15126.5,6585.0,620.5
17133,2023-06-28,12:15,12:30,15050.75,6344.0,703.5
17134,2023-06-28,12:30,12:45,15060.0,6227.5,674.5
17135,2023-06-28,12:45,13:00,15004.75,6139.5,772.25
17136,2023-06-28,13:00,13:15,14895.0,6027.25,565.25
17137,2023-06-28,13:15,13:30,14885.0,5979.25,562.0
17138,2023-06-28,13:30,13:45,14720.0,5817.75,834.25
17139,2023-06-28,13:45,14:00,14537.0,5673.0,1015.25
17140,2023-06-28,14:00,14:15,14488.75,5708.5,789.25
17141,2023-06-28,14:15,14:30,14513.25,5844.5,711.5
17142,2023-06-28,14:30,14:45,14475.5,5885.25,552.25
17143,2023-06-28,14:45,15:00,14511.0,5952.5,467.75
17144,2023-06-28,15:00,15:15,14410.75,6054.0,694.0
17145,2023-06-28,15:15,15:30,14313.75,6104.5,570.5
17146,2023-06-28,15:30,15:45,14247.75,6239.5,438.75
17147,2023-06-28,15:45,16:00,14162.25,6338.5,325.0
17148,2023-06-28,16:00,16:15,14151.0,6551.5,514.25
17149,2023-06-28,16:15,16:30,14120.5,6827.5,414.5
17150,2023-06-28,16:30,16:45,14075.5,7032.0,428.25
17151,2023-06-28,16:45,17:00,14018.75,7289.0,323.5
17152,2023-06-28,17:00,17:15,14074.0,7682.25,374.0
17153,2023-06-28,17:15,17:30,14128.5,8102.75,240.75
17154,2023-06-28,17:30,17:45,14111.25,8508.5,54.0
17155,2023-06-28,17:45,18:00,14035.25,8886.5,48.75
17156,2023-06-28,18:00,18:15,14092.25,9401.75,108.75
17157,2023-06-28,18:15,18:30,13950.75,9750.25,24.0
17158,2023-06-28,18:30,18:45,13935.75,10218.5,3.25
17159,2023-06-28,18:45,19:00,13954.0,10704.25,1.0
17160,2023-06-28,19:00,19:15,13990.0,11174.5,3.0
17161,2023-06-28,19:15,19:30,13850.5,11457.0,1.5
17162,2023-06-28,19:30,19:45,13803.5,11802.5,2.25
17163,2023-06-28,19:45,20:00,13758.5,12071.5,1.5
17164,2023-06-28,20:00,20:15,13552.25,12137.5,2.25
17165,2023-06-28,20:15,20:30,13366.0,12184.25,2.5
17166,2023-06-28,20:30,20:45,13278.25,12295.75,2.5
17167,2023-06-28,20:45,21:00,13105.5,12293.5,2.5
17168,2023-06-28,21:00,21:15,12967.0,12264.75,2.5
17169,2023-06-28,21:15,21:30,12869.75,12235.25,2.5
17170,2023-06-28,21:30,21:45,12748.25,12152.25,2.5
17171,2023-06-28,21:45,22:00,12651.5,12053.25,3.75
17172,2023-06-28,22:00,22:15,12575.75,11987.5,3.25
17173,2023-06-28,22:15,22:30,12475.25,11900.5,3.5
17174,2023-06-28,22:30,22:45,12234.5,11678.75,4.25
17175,2023-06-28,22:45,23:00,11986.5,11444.0,14.5
17176,2023-06-28,23:00,23:15,11829.5,11291.0,10.0
17177,2023-06-28,23:15,23:30,11676.5,11138.5,66.25
17178,2023-06-28,23:30,23:45,11451.75,10902.5,168.75
17179,2023-06-28,23:45,00:00,11287.5,10739.5,152.25
17180,2023-06-29,00:00,00:15,11070.0,10514.5,24.75
17181,2023-06-29,00:15,00:30,10926.75,10377.0,11.0
17182,2023-06-29,00:30,00:45,10827.75,10269.0,41.0
17183,2023-06-29,00:45,01:00,10748.25,10182.25,63.75
17184,2023-06-29,01:00,01:15,10553.0,9989.75,45.5
17185,2023-06-29,01:15,01:30,10504.75,9927.75,58.25
17186,2023-06-29,01:30,01:45,10411.5,9832.0,83.0
17187,2023-06-29,01:45,02:00,10378.0,9812.5,148.5
17188,2023-06-29,02:00,02:15,10281.5,9723.5,379.5
17189,2023-06-29,02:15,02:30,10167.25,9618.75,387.75
17190,2023-06-29,02:30,02:45,10168.5,9644.5,361.75
17191,2023-06-29,02:45,03:00,10134.25,9661.25,366.25
17192,2023-06-29,03:00,03:15,10107.25,9665.5,403.75
17193,2023-06-29,03:15,03:30,10142.5,9713.5,423.75
17194,2023-06-29,03:30,03:45,10153.75,9741.5,439.75
17195,2023-06-29,03:45,04:00,10162.75,9746.75,408.75
17196,2023-06-29,04:00,04:15,10234.0,9793.75,434.75
17197,2023-06-29,04:15,04:30,10283.25,9832.0,438.0
17198,2023-06-29,04:30,04:45,10374.5,9905.25,387.25
17199,2023-06-29,04:45,05:00,10439.0,9926.75,366.75
17200,2023-06-29,05:00,05:15,10632.0,10072.5,267.5
17201,2023-06-29,05:15,05:30,10733.0,10101.0,250.0
17202,2023-06-29,05:30,05:45,10978.5,10230.75,159.0
17203,2023-06-29,05:45,06:00,11333.25,10418.5,70.0
17204,2023-06-29,06:00,06:15,12065.5,10975.5,63.25
17205,2023-06-29,06:15,06:30,12492.0,11217.25,27.0
17206,2023-06-29,06:30,06:45,12827.25,11336.0,2.25
17207,2023-06-29,06:45,07:00,13102.0,11342.25,1.5
17208,2023-06-29,07:00,07:15,13502.5,11419.25,87.25
17209,2023-06-29,07:15,07:30,13850.25,11413.75,22.75
17210,2023-06-29,07:30,07:45,14051.75,11304.5,1.5
17211,2023-06-29,07:45,08:00,14260.0,11210.25,4.25
17212,2023-06-29,08:00,08:15,14432.0,11021.0,0.75
17213,2023-06-29,08:15,08:30,14658.25,10879.25,0.75
17214,2023-06-29,08:30,08:45,14806.0,10667.5,0.75
17215,2023-06-29,08:45,09:00,14908.5,10352.0,0.75
17216,2023-06-29,09:00,09:15,14934.0,9967.0,2.75
17217,2023-06-29,09:15,09:30,15000.75,9658.75,101.75
17218,2023-06-29,09:30,09:45,15167.25,9462.0,119.75
17219,2023-06-29,09:45,10:00,15208.75,9189.25,203.5
17220,2023-06-29,10:00,10:15,15215.25,8876.75,221.5
17221,2023-06-29,10:15,10:30,15206.5,8552.0,263.0
17222,2023-06-29,10:30,10:45,15214.25,8283.25,366.5
17223,2023-06-29,10:45,11:00,15242.25,8121.75,379.75
17224,2023-06-29,11:00,11:15,15299.25,7970.75,338.75
17225,2023-06-29,11:15,11:30,15313.5,7812.25,325.25
17226,2023-06-29,11:30,11:45,15366.75,7704.75,417.25
17227,2023-06-29,11:45,12:00,15444.75,7682.75,379.5
17228,2023-06-29,12:00,12:15,15329.25,7441.25,478.0
17229,2023-06-29,12:15,12:30,15354.5,7394.25,476.0
17230,2023-06-29,12:30,12:45,15350.75,7382.5,464.5
17231,2023-06-29,12:45,13:00,15391.25,7463.0,472.75
17232,2023-06-29,13:00,13:15,15398.25,7519.0,746.75
17233,2023-06-29,13:15,13:30,15406.25,7623.0,775.75
17234,2023-06-29,13:30,13:45,15242.5,7618.0,722.75
17235,2023-06-29,13:45,14:00,15098.25,7629.0,695.25
17236,2023-06-29,14:00,14:15,15025.0,7728.5,718.5
17237,2023-06-29,14:15,14:30,14938.0,7769.75,690.5
17238,2023-06-29,14:30,14:45,14846.75,7763.5,580.75
17239,2023-06-29,14:45,15:00,14790.0,7897.0,557.25
17240,2023-06-29,15:00,15:15,14764.0,8076.5,713.25
17241,2023-06-29,15:15,15:30,14660.0,8210.25,712.0
17242,2023-06-29,15:30,15:45,14583.0,8375.0,686.75
17243,2023-06-29,15:45,16:00,14469.75,8546.75,567.5
17244,2023-06-29,16:00,16:15,14528.0,8800.0,459.5
17245,2023-06-29,16:15,16:30,14475.5,8988.25,327.75
17246,2023-06-29,16:30,16:45,14428.75,9206.25,413.5
17247,2023-06-29,16:45,17:00,14356.25,9403.0,335.75
17248,2023-06-29,17:00,17:15,14381.0,9704.75,304.25
17249,2023-06-29,17:15,17:30,14436.5,10065.75,172.75
17250,2023-06-29,17:30,17:45,14458.5,10340.5,128.5
17251,2023-06-29,17:45,18:00,14420.75,10579.75,54.0
17252,2023-06-29,18:00,18:15,14470.5,10836.0,143.0
17253,2023-06-29,18:15,18:30,14461.0,11019.0,229.0
17254,2023-06-29,18:30,18:45,14338.0,11180.0,66.75
17255,2023-06-29,18:45,19:00,14332.75,11462.0,19.75
17256,2023-06-29,19:00,19:15,14336.5,11740.75,48.25
17257,2023-06-29,19:15,19:30,14194.25,11905.25,50.5
17258,2023-06-29,19:30,19:45,14143.75,12129.0,11.5
17259,2023-06-29,19:45,20:00,14041.25,12166.25,22.25
17260,2023-06-29,20:00,20:15,13911.0,12172.5,56.75
17261,2023-06-29,20:15,20:30,13766.75,12141.25,66.5
17262,2023-06-29,20:30,20:45,13646.5,12130.5,66.25
17263,2023-06-29,20:45,21:00,13442.5,12094.0,65.0
17264,2023-06-29,21:00,21:15,13291.0,12079.0,9.75
17265,2023-06-29,21:15,21:30,13165.0,11939.5,4.5
17266,2023-06-29,21:30,21:45,12954.75,11739.5,40.25
17267,2023-06-29,21:45,22:00,12899.0,11738.0,63.25
17268,2023-06-29,22:00,22:15,12772.75,11678.0,35.75
17269,2023-06-29,22:15,22:30,12626.5,11519.0,37.0
17270,2023-06-29,22:30,22:45,12419.5,11328.5,5.75
17271,2023-06-29,22:45,23:00,12178.5,11115.0,97.5
17272,2023-06-29,23:00,23:15,11929.5,10841.75,172.75
17273,2023-06-29,23:15,23:30,11786.5,10678.75,110.5
17274,2023-06-29,23:30,23:45,11615.5,10522.75,43.75
17275,2023-06-29,23:45,00:00,11468.75,10390.0,66.25
17276,2023-06-30,00:00,00:15,11191.25,10149.25,84.75
17277,2023-06-30,00:15,00:30,11028.75,10022.25,57.25
17278,2023-06-30,00:30,00:45,10943.75,9958.5,16.75
17279,2023-06-30,00:45,01:00,10803.5,9839.25,19.75
17280,2023-06-30,01:00,01:15,10756.5,9801.5,15.5
17281,2023-06-30,01:15,01:30,10611.5,9670.0,51.0
17282,2023-06-30,01:30,01:45,10585.5,9649.5,72.25
17283,2023-06-30,01:45,02:00,10472.5,9534.75,151.25
17284,2023-06-30,02:00,02:15,10343.25,9394.0,237.25
17285,2023-06-30,02:15,02:30,10311.25,9362.5,258.25
17286,2023-06-30,02:30,02:45,10290.25,9334.0,251.0
17287,2023-06-30,02:45,03:00,10382.25,9421.25,299.5
17288,2023-06-30,03:00,03:15,10406.5,9448.0,438.0
17289,2023-06-30,03:15,03:30,10446.25,9456.5,468.5
17290,2023-06-30,03:30,03:45,10464.25,9441.5,492.0
17291,2023-06-30,03:45,04:00,10490.75,9445.0,468.0
17292,2023-06-30,04:00,04:15,10537.25,9497.75,459.25
17293,2023-06-30,04:15,04:30,10542.75,9523.0,461.0
17294,2023-06-30,04:30,04:45,10584.25,9599.75,433.75
17295,2023-06-30,04:45,05:00,10688.0,9710.5,378.0
17296,2023-06-30,05:00,05:15,10886.0,9914.5,258.75
17297,2023-06-30,05:15,05:30,10973.75,9955.0,251.25
17298,2023-06-30,05:30,05:45,11209.75,10150.5,241.75
17299,2023-06-30,05:45,06:00,11501.0,10409.25,203.75
17300,2023-06-30,06:00,06:15,12196.0,11031.5,111.0
17301,2023-06-30,06:15,06:30,12641.75,11403.25,64.5
17302,2023-06-30,06:30,06:45,12984.75,11641.75,28.0
17303,2023-06-30,06:45,07:00,13318.25,11843.75,23.75
17304,2023-06-30,07:00,07:15,13762.25,12134.0,4.75
17305,2023-06-30,07:15,07:30,14002.75,12215.5,3.75
17306,2023-06-30,07:30,07:45,14203.25,12266.5,3.5
17307,2023-06-30,07:45,08:00,14320.5,12246.75,3.5
17308,2023-06-30,08:00,08:15,14512.75,12261.0,4.0
17309,2023-06-30,08:15,08:30,14694.5,12267.75,3.0
17310,2023-06-30,08:30,08:45,14810.0,12170.25,5.0
17311,2023-06-30,08:45,09:00,14833.75,11983.5,5.0
17312,2023-06-30,09:00,09:15,14812.75,11699.25,4.25
17313,2023-06-30,09:15,09:30,14880.0,11545.0,3.75
17314,2023-06-30,09:30,09:45,14943.25,11391.75,4.5
17315,2023-06-30,09:45,10:00,15032.25,11286.75,20.25
17316,2023-06-30,10:00,10:15,15054.75,11121.25,11.0
17317,2023-06-30,10:15,10:30,15093.75,10989.0,3.5
17318,2023-06-30,10:30,10:45,15152.75,10889.75,4.25
17319,2023-06-30,10:45,11:00,15137.5,10730.5,4.75
17320,2023-06-30,11:00,11:15,15182.75,10646.0,4.75
17321,2023-06-30,11:15,11:30,15285.25,10577.75,8.0
17322,2023-06-30,11:30,11:45,15319.0,10448.75,21.0
17323,2023-06-30,11:45,12:00,15245.75,10215.0,46.25
17324,2023-06-30,12:00,12:15,15076.25,9875.0,115.25
17325,2023-06-30,12:15,12:30,15014.0,9645.0,93.0
17326,2023-06-30,12:30,12:45,14922.0,9398.25,169.25
17327,2023-06-30,12:45,13:00,14879.0,9230.0,266.5
17328,2023-06-30,13:00,13:15,14787.75,9015.25,254.25
17329,2023-06-30,13:15,13:30,14664.25,8759.75,252.5
17330,2023-06-30,13:30,13:45,14543.25,8576.0,494.0
17331,2023-06-30,13:45,14:00,14351.0,8292.25,611.0
17332,2023-06-30,14:00,14:15,14183.25,8069.0,620.5
17333,2023-06-30,14:15,14:30,14130.75,7956.25,565.5
17334,2023-06-30,14:30,14:45,14017.25,7794.5,522.0
17335,2023-06-30,14:45,15:00,14010.25,7740.5,631.5
17336,2023-06-30,15:00,15:15,14043.75,7772.0,805.0
17337,2023-06-30,15:15,15:30,13926.25,7698.5,771.75
17338,2023-06-30,15:30,15:45,13851.5,7724.25,722.75
17339,2023-06-30,15:45,16:00,13851.75,7865.5,643.0
17340,2023-06-30,16:00,16:15,13844.0,8003.5,720.0
17341,2023-06-30,16:15,16:30,13773.75,8133.25,562.25
17342,2023-06-30,16:30,16:45,13714.5,8284.0,445.25
17343,2023-06-30,16:45,17:00,13740.25,8533.25,374.25
17344,2023-06-30,17:00,17:15,13704.75,8759.5,253.25
17345,2023-06-30,17:15,17:30,13697.75,9093.25,131.75
17346,2023-06-30,17:30,17:45,13666.75,9419.75,45.75
17347,2023-06-30,17:45,18:00,13741.25,9842.5,10.25
17348,2023-06-30,18:00,18:15,13764.0,10204.75,59.5
17349,2023-06-30,18:15,18:30,13624.25,10400.75,10.25
17350,2023-06-30,18:30,18:45,13596.0,10687.25,3.25
17351,2023-06-30,18:45,19:00,13574.25,10950.0,2.75
17352,2023-06-30,19:00,19:15,13541.5,11244.0,2.75
17353,2023-06-30,19:15,19:30,13366.25,11356.75,11.5
17354,2023-06-30,19:30,19:45,13338.0,11594.5,3.0
17355,2023-06-30,19:45,20:00,13172.25,11654.5,2.75
17356,2023-06-30,20:00,20:15,13056.75,11732.5,2.75
17357,2023-06-30,20:15,20:30,12866.0,11685.25,3.0
17358,2023-06-30,20:30,20:45,12720.25,11644.5,2.5
17359,2023-06-30,20:45,21:00,12527.75,11484.25,10.25
17360,2023-06-30,21:00,21:15,12342.5,11254.5,8.0
17361,2023-06-30,21:15,21:30,12218.75,11053.75,24.0
17362,2023-06-30,21:30,21:45,12124.25,10927.75,40.25
17363,2023-06-30,21:45,22:00,12108.75,10897.75,87.25
17364,2023-06-30,22:00,22:15,11919.25,10709.75,5.25
17365,2023-06-30,22:15,22:30,11783.0,10466.0,5.0
17366,2023-06-30,22:30,22:45,11588.25,10186.75,24.75
17367,2023-06-30,22:45,23:00,11473.5,9974.5,116.25
17368,2023-06-30,23:00,23:15,11174.0,9547.75,14.5
17369,2023-06-30,23:15,23:30,11028.25,9236.25,92.25
17370,2023-06-30,23:30,23:45,10841.5,8897.75,113.5
17371,2023-06-30,23:45,00:00,10658.25,8624.25,218.0
17372,2023-07-01,00:00,00:15,10478.5,8451.0,152.25
17373,2023-07-01,00:15,00:30,10294.75,8173.5,40.25
17374,2023-07-01,00:30,00:45,10105.75,7829.75,72.75
17375,2023-07-01,00:45,01:00,9972.5,7557.75,152.25
17376,2023-07-01,01:00,01:15,9873.5,7361.75,47.0
17377,2023-07-01,01:15,01:30,9767.75,7130.25,63.5
17378,2023-07-01,01:30,01:45,9634.75,6863.75,102.5
17379,2023-07-01,01:45,02:00,9553.75,6635.5,156.5
17380,2023-07-01,02:00,02:15,9443.5,6367.0,92.25
17381,2023-07-01,02:15,02:30,9438.75,6224.0,105.5
17382,2023-07-01,02:30,02:45,9402.75,6000.75,147.5
17383,2023-07-01,02:45,03:00,9312.5,5765.25,227.5
17384,2023-07-01,03:00,03:15,9323.75,5756.0,98.0
17385,2023-07-01,03:15,03:30,9276.75,5612.0,158.5
17386,2023-07-01,03:30,03:45,9227.5,5485.25,171.5
17387,2023-07-01,03:45,04:00,9188.5,5336.25,234.0
17388,2023-07-01,04:00,04:15,9273.0,5281.75,184.0
17389,2023-07-01,04:15,04:30,9210.75,5085.5,243.0
17390,2023-07-01,04:30,04:45,9293.0,5042.25,299.5
17391,2023-07-01,04:45,05:00,9307.5,4937.25,304.25
17392,2023-07-01,05:00,05:15,9351.0,4897.75,148.0
17393,2023-07-01,05:15,05:30,9380.5,4776.25,179.25
17394,2023-07-01,05:30,05:45,9460.0,4672.5,227.75
17395,2023-07-01,05:45,06:00,9553.25,4599.25,244.75
17396,2023-07-01,06:00,06:15,9757.5,4479.5,263.25
17397,2023-07-01,06:15,06:30,9870.25,4491.5,240.0
17398,2023-07-01,06:30,06:45,9982.5,4472.25,258.25
