,Datum,Anfang,Ende,Gesamt (Netzlast) [MWh] Originalauflösungen,Residuallast [MWh] Originalauflösungen,Pumpspeicher [MWh] Originalauflösungen
0,2023-01-01,00:00,00:15,9720.75,1890.75,424.75
1,2023-01-01,00:15,00:30,9641.25,1739.5,443.5
2,2023-01-01,00:30,00:45,9609.5,1490.25,546.25
3,2023-01-01,00:45,01:00,9565.0,1646.25,519.0
4,2023-01-01,01:00,01:15,9473.5,1366.0,222.5
5,2023-01-01,01:15,01:30,9448.0,1216.75,383.25
6,2023-01-01,01:30,01:45,9550.25,1346.75,653.25
7,2023-01-01,01:45,02:00,9463.75,1115.0,766.5
8,2023-01-01,02:00,02:15,9358.5,1119.75,764.75
9,2023-01-01,02:15,02:30,9306.0,917.25,863.5
10,2023-01-01,02:30,02:45,9250.75,1051.5,943.5
11,2023-01-01,02:45,03:00,9188.0,906.5,1065.0
12,2023-01-01,03:00,03:15,9140.5,1308.25,1078.25
13,2023-01-01,03:15,03:30,9012.25,1358.5,1113.0
14,2023-01-01,03:30,03:45,8989.25,1455.5,1106.25
15,2023-01-01,03:45,04:00,8997.5,1545.5,1088.0
16,2023-01-01,04:00,04:15,8962.75,1402.75,1084.5
17,2023-01-01,04:15,04:30,8911.25,1414.5,1097.5
18,2023-01-01,04:30,04:45,8906.0,1473.0,1128.25
19,2023-01-01,04:45,05:00,8931.5,1520.25,1101.25
20,2023-01-01,05:00,05:15,8970.0,1292.0,1240.25
21,2023-01-01,05:15,05:30,8969.0,1425.75,1194.75
22,2023-01-01,05:30,05:45,8979.0,1525.75,1129.5
23,2023-01-01,05:45,06:00,8936.25,1475.75,1145.5
24,2023-01-01,06:00,06:15,8841.25,1301.5,1329.0
25,2023-01-01,06:15,06:30,8887.75,1415.75,1347.5
26,2023-01-01,06:30,06:45,8828.75,1368.0,1321.0
27,2023-01-01,06:45,07:00,8840.0,1421.25,1289.25
28,2023-01-01,07:00,07:15,9002.0,1295.75,1122.75
29,2023-01-01,07:15,07:30,9054.25,1410.0,1045.0
30,2023-01-01,07:30,07:45,9112.0,1446.25,982.25
31,2023-01-01,07:45,08:00,9168.25,1582.25,930.5
32,2023-01-01,08:00,08:15,9100.5,1616.75,895.25
33,2023-01-01,08:15,08:30,9171.5,1682.75,929.5
34,2023-01-01,08:30,08:45,9303.25,1802.25,799.75
35,2023-01-01,08:45,09:00,9410.5,1806.75,761.75
36,2023-01-01,09:00,09:15,9560.75,1772.5,554.25
37,2023-01-01,09:15,09:30,9786.5,1798.5,569.75
38,2023-01-01,09:30,09:45,9954.75,1850.25,538.25
39,2023-01-01,09:45,10:00,10087.75,1826.75,657.25
40,2023-01-01,10:00,10:15,10021.25,1533.5,468.75
41,2023-01-01,10:15,10:30,10188.25,1629.75,489.75
42,2023-01-01,10:30,10:45,10399.25,1799.75,472.0
43,2023-01-01,10:45,11:00,10562.0,1932.25,434.75
44,2023-01-01,11:00,11:15,10692.0,1988.25,408.5
45,2023-01-01,11:15,11:30,10946.5,2123.5,311.5
46,2023-01-01,11:30,11:45,11093.5,2120.0,296.5
47,2023-01-01,11:45,12:00,11117.0,2106.75,287.25
48,2023-01-01,12:00,12:15,11120.5,2293.0,311.5
49,2023-01-01,12:15,12:30,11145.0,2502.5,279.5
50,2023-01-01,12:30,12:45,11080.75,2577.0,250.0
51,2023-01-01,12:45,13:00,10985.5,2526.25,322.75
52,2023-01-01,13:00,13:15,11018.5,2557.5,489.0
53,2023-01-01,13:15,13:30,10962.75,2684.25,462.5
54,2023-01-01,13:30,13:45,10916.25,2936.5,323.75
55,2023-01-01,13:45,14:00,10849.75,3078.0,319.25
56,2023-01-01,14:00,14:15,10844.0,2518.5,652.0
57,2023-01-01,14:15,14:30,10828.25,2576.25,566.5
58,2023-01-01,14:30,14:45,10884.5,2998.0,398.0
59,2023-01-01,14:45,15:00,10840.25,3068.75,193.25
60,2023-01-01,15:00,15:15,10952.25,3049.25,438.75
61,2023-01-01,15:15,15:30,10892.75,3024.25,371.75
62,2023-01-01,15:30,15:45,10950.75,3297.75,101.75
63,2023-01-01,15:45,16:00,10972.5,3579.0,35.75
64,2023-01-01,16:00,16:15,11156.0,4010.25,51.75
65,2023-01-01,16:15,16:30,11306.5,4350.0,104.0
66,2023-01-01,16:30,16:45,11486.5,4649.75,81.25
67,2023-01-01,16:45,17:00,11726.5,5009.0,39.75
68,2023-01-01,17:00,17:15,12041.25,5426.0,37.25
69,2023-01-01,17:15,17:30,12143.25,5555.75,36.75
70,2023-01-01,17:30,17:45,12245.75,5670.0,36.75
71,2023-01-01,17:45,18:00,12270.25,5683.75,35.0
72,2023-01-01,18:00,18:15,12273.5,5765.0,82.0
73,2023-01-01,18:15,18:30,12226.5,5790.75,89.0
74,2023-01-01,18:30,18:45,12148.0,5735.0,93.75
75,2023-01-01,18:45,19:00,12039.25,5677.0,78.5
76,2023-01-01,19:00,19:15,12023.0,5716.0,93.0
77,2023-01-01,19:15,19:30,11925.25,5597.75,131.5
78,2023-01-01,19:30,19:45,11812.0,5514.75,91.5
79,2023-01-01,19:45,20:00,11631.0,5392.25,97.5
80,2023-01-01,20:00,20:15,11500.75,5245.5,40.75
81,2023-01-01,20:15,20:30,11319.75,5054.0,56.5
82,2023-01-01,20:30,20:45,11122.25,4847.75,139.0
83,2023-01-01,20:45,21:00,10934.75,4577.25,295.0
84,2023-01-01,21:00,21:15,10929.5,4402.5,60.75
85,2023-01-01,21:15,21:30,10832.75,4398.25,73.5
86,2023-01-01,21:30,21:45,10759.0,4430.25,137.25
87,2023-01-01,21:45,22:00,10714.5,4478.25,203.25
88,2023-01-01,22:00,22:15,10814.75,4732.5,70.25
89,2023-01-01,22:15,22:30,10692.25,4752.75,57.0
90,2023-01-01,22:30,22:45,10531.5,4702.0,50.0
91,2023-01-01,22:45,23:00,10306.5,4534.75,86.75
92,2023-01-01,23:00,23:15,10126.5,4366.25,58.0
93,2023-01-01,23:15,23:30,9862.75,4109.75,114.5
94,2023-01-01,23:30,23:45,9667.25,3903.75,262.0
95,2023-01-01,23:45,00:00,9504.5,3818.75,468.75
96,2023-01-02,00:00,00:15,9411.75,3839.25,572.25
97,2023-01-02,00:15,00:30,9336.0,3890.25,827.75
98,2023-01-02,00:30,00:45,9161.0,3875.25,966.5
99,2023-01-02,00:45,01:00,9038.0,3858.75,1019.25
100,2023-01-02,01:00,01:15,8954.25,3735.25,924.25
101,2023-01-02,01:15,01:30,8869.5,3606.0,1069.5
102,2023-01-02,01:30,01:45,8868.5,3650.5,1083.0
103,2023-01-02,01:45,02:00,8912.25,3745.75,1117.0
104,2023-01-02,02:00,02:15,8891.75,3496.75,938.0
105,2023-01-02,02:15,02:30,8811.75,3236.75,1033.5
106,2023-01-02,02:30,02:45,8849.25,3259.0,1110.0
107,2023-01-02,02:45,03:00,8920.5,3310.25,1174.25
108,2023-01-02,03:00,03:15,8996.5,3299.25,1174.0
109,2023-01-02,03:15,03:30,9013.25,3187.25,1297.0
110,2023-01-02,03:30,03:45,9069.75,3147.0,1282.25
111,2023-01-02,03:45,04:00,9168.25,3154.0,1316.75
112,2023-01-02,04:00,04:15,9284.5,3090.75,1138.25
113,2023-01-02,04:15,04:30,9414.25,3137.25,1146.75
114,2023-01-02,04:30,04:45,9563.0,3207.75,1217.25
115,2023-01-02,04:45,05:00,9722.75,3205.75,1297.25
116,2023-01-02,05:00,05:15,9922.25,3415.75,1376.25
117,2023-01-02,05:15,05:30,10099.25,3531.75,1446.0
118,2023-01-02,05:30,05:45,10343.0,3650.5,1303.5
119,2023-01-02,05:45,06:00,10723.25,3853.25,983.75
120,2023-01-02,06:00,06:15,11298.25,4235.75,798.75
121,2023-01-02,06:15,06:30,11656.0,4458.5,907.0
122,2023-01-02,06:30,06:45,12013.25,4764.75,828.0
123,2023-01-02,06:45,07:00,12271.5,4952.0,430.5
124,2023-01-02,07:00,07:15,12608.75,5177.25,337.0
125,2023-01-02,07:15,07:30,12913.5,5410.75,240.25
126,2023-01-02,07:30,07:45,13261.25,5620.25,229.0
127,2023-01-02,07:45,08:00,13538.25,5672.75,170.25
128,2023-01-02,08:00,08:15,13888.75,5935.0,257.0
129,2023-01-02,08:15,08:30,14007.75,5975.75,255.0
130,2023-01-02,08:30,08:45,14153.0,5902.75,245.75
131,2023-01-02,08:45,09:00,14182.5,5777.75,316.75
132,2023-01-02,09:00,09:15,14294.0,5663.0,116.25
133,2023-01-02,09:15,09:30,14252.0,5496.75,156.25
134,2023-01-02,09:30,09:45,14379.25,5555.25,177.5
135,2023-01-02,09:45,10:00,14515.75,5605.25,215.5
136,2023-01-02,10:00,10:15,14581.5,5635.0,69.5
137,2023-01-02,10:15,10:30,14678.0,5584.5,110.5
138,2023-01-02,10:30,10:45,14811.0,5731.25,116.75
139,2023-01-02,10:45,11:00,14937.0,5811.25,50.5
140,2023-01-02,11:00,11:15,14885.0,5568.75,3.5
141,2023-01-02,11:15,11:30,15086.5,5654.25,5.75
142,2023-01-02,11:30,11:45,15156.25,5726.25,38.25
143,2023-01-02,11:45,12:00,15295.25,5855.75,61.0
144,2023-01-02,12:00,12:15,15400.0,5905.25,63.5
145,2023-01-02,12:15,12:30,15340.25,5907.0,75.75
146,2023-01-02,12:30,12:45,15365.75,5981.25,198.25
147,2023-01-02,12:45,13:00,15289.25,5966.5,158.0
148,2023-01-02,13:00,13:15,15232.25,5938.0,87.75
149,2023-01-02,13:15,13:30,15129.5,6042.75,118.75
150,2023-01-02,13:30,13:45,15098.25,6203.0,123.25
151,2023-01-02,13:45,14:00,14970.5,6190.0,100.25
152,2023-01-02,14:00,14:15,14832.25,6130.75,229.5
153,2023-01-02,14:15,14:30,14776.75,6152.25,146.0
154,2023-01-02,14:30,14:45,14807.25,6399.25,44.25
155,2023-01-02,14:45,15:00,14767.75,6640.0,26.5
156,2023-01-02,15:00,15:15,14871.75,7023.25,54.0
157,2023-01-02,15:15,15:30,14755.0,7142.25,46.5
158,2023-01-02,15:30,15:45,14683.25,7211.5,72.25
159,2023-01-02,15:45,16:00,14697.5,7260.75,30.75
160,2023-01-02,16:00,16:15,14786.5,7428.5,75.5
161,2023-01-02,16:15,16:30,14874.25,7698.0,55.75
162,2023-01-02,16:30,16:45,14939.75,7782.75,77.25
163,2023-01-02,16:45,17:00,15109.0,7983.25,47.5
164,2023-01-02,17:00,17:15,15251.75,8107.25,15.0
165,2023-01-02,17:15,17:30,15221.25,8047.0,27.5
166,2023-01-02,17:30,17:45,15195.25,7956.0,64.75
167,2023-01-02,17:45,18:00,15196.0,7842.5,151.75
168,2023-01-02,18:00,18:15,15204.0,7868.75,78.75
169,2023-01-02,18:15,18:30,15114.0,7823.25,63.25
170,2023-01-02,18:30,18:45,15035.0,7771.75,76.75
171,2023-01-02,18:45,19:00,15049.0,7727.0,104.75
172,2023-01-02,19:00,19:15,14988.25,7665.25,57.5
173,2023-01-02,19:15,19:30,14936.75,7699.75,54.75
174,2023-01-02,19:30,19:45,14785.25,7615.25,63.5
175,2023-01-02,19:45,20:00,14690.75,7632.25,65.5
176,2023-01-02,20:00,20:15,14416.5,7426.25,59.75
177,2023-01-02,20:15,20:30,14098.75,7103.0,170.25
178,2023-01-02,20:30,20:45,13827.75,6867.0,233.5
179,2023-01-02,20:45,21:00,13638.75,6654.0,380.5
180,2023-01-02,21:00,21:15,13547.0,6683.75,101.75
181,2023-01-02,21:15,21:30,13373.0,6624.25,116.0
182,2023-01-02,21:30,21:45,13202.75,6567.25,195.0
183,2023-01-02,21:45,22:00,13011.75,6466.5,243.0
184,2023-01-02,22:00,22:15,12835.25,6412.25,28.5
185,2023-01-02,22:15,22:30,12671.0,6280.75,45.75
186,2023-01-02,22:30,22:45,12451.0,6097.25,38.0
187,2023-01-02,22:45,23:00,12223.25,5877.5,143.5
188,2023-01-02,23:00,23:15,12027.75,5797.75,82.75
189,2023-01-02,23:15,23:30,11876.75,5671.5,395.5
190,2023-01-02,23:30,23:45,11685.25,5574.5,524.75
191,2023-01-02,23:45,00:00,11514.25,5503.5,734.0
192,2023-01-03,00:00,00:15,11302.75,5429.75,821.5
193,2023-01-03,00:15,00:30,11112.25,5238.25,945.0
194,2023-01-03,00:30,00:45,10976.75,5113.75,1156.5
195,2023-01-03,00:45,01:00,10847.5,5091.5,1201.25
196,2023-01-03,01:00,01:15,10711.25,5067.5,801.0
197,2023-01-03,01:15,01:30,10586.5,4978.0,922.25
198,2023-01-03,01:30,01:45,10556.75,5061.75,947.75
199,2023-01-03,01:45,02:00,10549.75,5103.5,955.25
200,2023-01-03,02:00,02:15,10484.25,5093.25,1402.0
201,2023-01-03,02:15,02:30,10435.5,5192.25,1401.75
202,2023-01-03,02:30,02:45,10491.0,5376.75,1391.75
203,2023-01-03,02:45,03:00,10455.5,5493.0,1327.5
204,2023-01-03,03:00,03:15,10445.0,5573.25,1393.75
205,2023-01-03,03:15,03:30,10408.25,5560.25,1383.0
206,2023-01-03,03:30,03:45,10471.0,5683.5,1367.75
207,2023-01-03,03:45,04:00,10526.0,5805.25,1279.25
208,2023-01-03,04:00,04:15,10683.25,6078.5,1438.25
209,2023-01-03,04:15,04:30,10798.75,6336.75,1356.0
210,2023-01-03,04:30,04:45,10962.5,6500.75,1309.0
211,2023-01-03,04:45,05:00,11025.25,6675.25,1155.0
212,2023-01-03,05:00,05:15,11219.0,7008.5,925.5
213,2023-01-03,05:15,05:30,11350.75,7183.5,770.0
214,2023-01-03,05:30,05:45,11496.5,7394.75,572.25
215,2023-01-03,05:45,06:00,11799.25,7813.0,443.5
216,2023-01-03,06:00,06:15,12279.25,8304.0,377.25
217,2023-01-03,06:15,06:30,12519.75,8580.75,180.0
218,2023-01-03,06:30,06:45,12797.75,8963.0,105.5
219,2023-01-03,06:45,07:00,13100.5,9350.0,72.25
220,2023-01-03,07:00,07:15,13511.75,9802.25,117.75
221,2023-01-03,07:15,07:30,13832.75,10169.75,143.5
222,2023-01-03,07:30,07:45,14071.0,10380.75,61.75
223,2023-01-03,07:45,08:00,14267.75,10636.25,84.75
224,2023-01-03,08:00,08:15,14429.75,10859.5,47.75
225,2023-01-03,08:15,08:30,14508.75,10958.75,28.5
226,2023-01-03,08:30,08:45,14601.0,11074.0,5.0
227,2023-01-03,08:45,09:00,14627.0,10987.0,4.5
228,2023-01-03,09:00,09:15,14657.25,10868.0,39.75
229,2023-01-03,09:15,09:30,14798.5,10941.0,61.75
230,2023-01-03,09:30,09:45,14842.75,10773.5,62.0
231,2023-01-03,09:45,10:00,14850.0,10507.0,14.25
232,2023-01-03,10:00,10:15,14869.75,10361.25,6.0
233,2023-01-03,10:15,10:30,14939.25,10352.0,2.75
234,2023-01-03,10:30,10:45,14975.75,10190.75,33.5
235,2023-01-03,10:45,11:00,15079.75,10137.75,45.5
236,2023-01-03,11:00,11:15,15057.25,9966.25,37.75
237,2023-01-03,11:15,11:30,15164.5,9941.75,25.75
238,2023-01-03,11:30,11:45,15258.5,9942.5,3.25
239,2023-01-03,11:45,12:00,15271.5,9922.75,2.25
240,2023-01-03,12:00,12:15,15165.75,9791.5,1.5
241,2023-01-03,12:15,12:30,15137.0,9804.5,3.5
242,2023-01-03,12:30,12:45,15108.25,9857.25,4.25
243,2023-01-03,12:45,13:00,15035.5,9850.25,2.5
244,2023-01-03,13:00,13:15,14865.75,9779.5,1.0
245,2023-01-03,13:15,13:30,14737.25,9765.0,2.0
246,2023-01-03,13:30,13:45,14650.5,9796.25,2.25
247,2023-01-03,13:45,14:00,14640.75,9937.75,2.5
248,2023-01-03,14:00,14:15,14597.0,10075.25,3.0
249,2023-01-03,14:15,14:30,14542.0,10234.0,3.0
250,2023-01-03,14:30,14:45,14495.5,10343.75,1.25
251,2023-01-03,14:45,15:00,14494.75,10568.0,1.25
252,2023-01-03,15:00,15:15,14516.5,10780.5,1.25
253,2023-01-03,15:15,15:30,14428.75,10907.0,1.25
254,2023-01-03,15:30,15:45,14435.5,11096.75,1.25
255,2023-01-03,15:45,16:00,14390.0,11106.25,1.25
256,2023-01-03,16:00,16:15,14572.75,11355.75,1.25
257,2023-01-03,16:15,16:30,14663.5,11436.0,1.25
258,2023-01-03,16:30,16:45,14830.5,11549.5,1.25
259,2023-01-03,16:45,17:00,14989.25,11572.0,21.75
260,2023-01-03,17:00,17:15,15245.25,11594.0,40.75
261,2023-01-03,17:15,17:30,15373.75,11478.25,35.0
262,2023-01-03,17:30,17:45,15516.5,11378.5,31.5
263,2023-01-03,17:45,18:00,15501.5,11197.0,32.0
264,2023-01-03,18:00,18:15,15363.25,10923.5,43.25
265,2023-01-03,18:15,18:30,15332.5,10725.0,31.75
266,2023-01-03,18:30,18:45,15354.0,10524.25,60.75
267,2023-01-03,18:45,19:00,15264.5,10244.0,65.0
268,2023-01-03,19:00,19:15,15149.5,9967.5,13.75
269,2023-01-03,19:15,19:30,14960.5,9595.25,7.0
270,2023-01-03,19:30,19:45,14843.75,9242.75,115.5
271,2023-01-03,19:45,20:00,14666.25,8906.25,187.75
272,2023-01-03,20:00,20:15,14468.0,8472.25,52.5
273,2023-01-03,20:15,20:30,14230.75,8028.0,71.0
274,2023-01-03,20:30,20:45,14038.5,7627.5,117.0
275,2023-01-03,20:45,21:00,13831.75,7309.75,210.5
276,2023-01-03,21:00,21:15,13636.0,6968.0,111.5
277,2023-01-03,21:15,21:30,13466.5,6682.25,148.25
278,2023-01-03,21:30,21:45,13346.25,6405.25,251.25
279,2023-01-03,21:45,22:00,13203.25,6226.0,386.5
280,2023-01-03,22:00,22:15,13163.75,6183.75,199.25
281,2023-01-03,22:15,22:30,12994.25,5889.75,150.5
282,2023-01-03,22:30,22:45,12752.5,5533.0,149.0
283,2023-01-03,22:45,23:00,12539.25,5233.5,397.75
284,2023-01-03,23:00,23:15,12350.5,4950.5,292.25
285,2023-01-03,23:15,23:30,12102.75,4519.75,205.25
286,2023-01-03,23:30,23:45,12027.0,4312.75,394.0
287,2023-01-03,23:45,00:00,11844.25,3987.25,457.25
288,2023-01-04,00:00,00:15,11734.25,3698.0,840.75
289,2023-01-04,00:15,00:30,11671.75,3549.0,922.25
290,2023-01-04,00:30,00:45,11429.0,3219.0,932.75
291,2023-01-04,00:45,01:00,11393.25,3119.0,1039.0
292,2023-01-04,01:00,01:15,11262.0,2766.0,922.25
293,2023-01-04,01:15,01:30,11197.0,2511.25,1097.25
294,2023-01-04,01:30,01:45,11195.0,2436.0,1187.75
295,2023-01-04,01:45,02:00,11170.75,2372.5,1293.25
296,2023-01-04,02:00,02:15,11084.0,2260.75,1362.75
297,2023-01-04,02:15,02:30,11074.0,2208.75,1557.75
298,2023-01-04,02:30,02:45,11105.75,2239.75,1579.75
299,2023-01-04,02:45,03:00,11099.25,2316.5,1569.75
300,2023-01-04,03:00,03:15,11161.25,2686.5,1599.0
301,2023-01-04,03:15,03:30,11272.75,2710.5,1847.0
302,2023-01-04,03:30,03:45,11372.0,2767.5,1837.75
303,2023-01-04,03:45,04:00,11462.75,2918.25,1831.0
304,2023-01-04,04:00,04:15,11622.0,3131.0,1849.25
305,2023-01-04,04:15,04:30,11703.0,3014.25,1875.25
306,2023-01-04,04:30,04:45,11796.0,2953.25,1901.75
307,2023-01-04,04:45,05:00,11923.0,2959.5,1887.75
308,2023-01-04,05:00,05:15,12216.5,2734.25,1924.0
309,2023-01-04,05:15,05:30,12270.75,2625.0,1761.75
310,2023-01-04,05:30,05:45,12505.75,2616.25,1648.5
311,2023-01-04,05:45,06:00,12869.5,2571.5,1613.0
312,2023-01-04,06:00,06:15,13522.0,2599.0,1295.5
313,2023-01-04,06:15,06:30,13847.25,2417.75,1049.5
314,2023-01-04,06:30,06:45,14091.5,2519.25,924.75
315,2023-01-04,06:45,07:00,14381.75,2674.25,761.75
316,2023-01-04,07:00,07:15,14669.0,2805.0,590.5
317,2023-01-04,07:15,07:30,14938.75,3027.5,461.25
318,2023-01-04,07:30,07:45,15138.0,3224.75,383.0
319,2023-01-04,07:45,08:00,15385.0,3442.0,353.25
320,2023-01-04,08:00,08:15,15651.5,3686.5,165.75
321,2023-01-04,08:15,08:30,15784.75,3763.5,114.75
322,2023-01-04,08:30,08:45,15875.0,3752.0,148.75
323,2023-01-04,08:45,09:00,15861.0,3680.75,215.0
324,2023-01-04,09:00,09:15,15873.25,3630.0,132.75
325,2023-01-04,09:15,09:30,16000.0,3642.75,147.75
326,2023-01-04,09:30,09:45,16151.0,3650.5,159.25
327,2023-01-04,09:45,10:00,16239.75,3582.5,172.25
328,2023-01-04,10:00,10:15,16289.75,3638.0,232.75
329,2023-01-04,10:15,10:30,16361.5,3654.25,245.25
330,2023-01-04,10:30,10:45,16462.5,3672.75,209.25
331,2023-01-04,10:45,11:00,16525.5,3735.75,192.75
332,2023-01-04,11:00,11:15,16637.25,3820.75,136.75
333,2023-01-04,11:15,11:30,16688.5,3883.5,98.0
334,2023-01-04,11:30,11:45,16766.75,3971.5,105.0
335,2023-01-04,11:45,12:00,16833.75,4056.0,99.0
336,2023-01-04,12:00,12:15,16837.5,3993.0,107.5
337,2023-01-04,12:15,12:30,16830.25,3893.5,100.25
338,2023-01-04,12:30,12:45,16808.25,3851.5,80.0
339,2023-01-04,12:45,13:00,16691.0,3721.75,104.0
340,2023-01-04,13:00,13:15,16632.75,3650.75,108.0
341,2023-01-04,13:15,13:30,16627.5,3628.75,91.75
342,2023-01-04,13:30,13:45,16488.5,3531.75,87.0
343,2023-01-04,13:45,14:00,16268.0,3408.75,124.0
344,2023-01-04,14:00,14:15,16239.75,3425.75,237.75
345,2023-01-04,14:15,14:30,16269.0,3497.5,161.25
346,2023-01-04,14:30,14:45,16313.0,3567.75,143.0
347,2023-01-04,14:45,15:00,16302.75,3607.5,163.75
348,2023-01-04,15:00,15:15,16183.0,3532.0,182.5
349,2023-01-04,15:15,15:30,16144.25,3550.75,153.75
350,2023-01-04,15:30,15:45,16109.75,3571.25,145.75
351,2023-01-04,15:45,16:00,16070.0,3594.0,91.25
352,2023-01-04,16:00,16:15,16031.25,3634.75,73.5
353,2023-01-04,16:15,16:30,16093.25,3798.75,42.75
354,2023-01-04,16:30,16:45,16209.25,3928.75,33.75
355,2023-01-04,16:45,17:00,16328.75,4011.0,64.0
356,2023-01-04,17:00,17:15,16509.25,4167.0,27.25
357,2023-01-04,17:15,17:30,16655.0,4187.0,42.75
358,2023-01-04,17:30,17:45,16700.75,4206.5,54.5
359,2023-01-04,17:45,18:00,16741.75,4273.75,39.0
360,2023-01-04,18:00,18:15,16691.0,4233.25,103.0
361,2023-01-04,18:15,18:30,16614.0,4247.25,112.25
362,2023-01-04,18:30,18:45,16542.5,4125.0,82.0
363,2023-01-04,18:45,19:00,16354.75,3970.5,115.5
364,2023-01-04,19:00,19:15,16305.25,3920.75,192.75
365,2023-01-04,19:15,19:30,16104.75,3715.0,245.5
366,2023-01-04,19:30,19:45,15964.5,3564.0,253.25
367,2023-01-04,19:45,20:00,15805.0,3437.5,403.75
368,2023-01-04,20:00,20:15,15556.0,3223.75,362.0
369,2023-01-04,20:15,20:30,15268.75,2905.25,395.25
370,2023-01-04,20:30,20:45,14987.75,2670.25,581.0
371,2023-01-04,20:45,21:00,14745.25,2460.75,745.25
372,2023-01-04,21:00,21:15,14634.0,2310.0,812.25
373,2023-01-04,21:15,21:30,14452.0,2150.0,881.5
374,2023-01-04,21:30,21:45,14253.5,1925.75,1135.25
375,2023-01-04,21:45,22:00,14108.75,1823.5,1322.75
376,2023-01-04,22:00,22:15,13925.5,1957.0,933.75
377,2023-01-04,22:15,22:30,13800.25,1805.25,1073.0
378,2023-01-04,22:30,22:45,13637.5,1605.25,1368.75
379,2023-01-04,22:45,23:00,13413.5,1408.5,1664.5
380,2023-01-04,23:00,23:15,13172.5,1268.25,1400.0
381,2023-01-04,23:15,23:30,13022.25,1232.25,1586.75
382,2023-01-04,23:30,23:45,12877.25,1205.5,1768.5
383,2023-01-04,23:45,00:00,12544.75,960.5,1848.75
384,2023-01-05,00:00,00:15,11975.25,1065.0,1661.0
385,2023-01-05,00:15,00:30,11796.75,1281.25,1612.25
386,2023-01-05,00:30,00:45,11649.0,1411.0,1600.75
387,2023-01-05,00:45,01:00,11482.5,1437.25,1615.0
388,2023-01-05,01:00,01:15,11322.0,1290.0,1505.25
389,2023-01-05,01:15,01:30,11248.0,1167.75,1624.75
390,2023-01-05,01:30,01:45,11128.5,1085.75,1633.5
391,2023-01-05,01:45,02:00,11102.75,1158.75,1672.25
392,2023-01-05,02:00,02:15,11178.0,1363.75,1767.75
393,2023-01-05,02:15,02:30,11166.5,1367.75,1788.25
394,2023-01-05,02:30,02:45,11252.5,1287.25,1941.75
395,2023-01-05,02:45,03:00,11265.5,1324.0,1953.75
396,2023-01-05,03:00,03:15,11300.5,1488.0,1942.5
397,2023-01-05,03:15,03:30,11287.25,1468.25,1946.0
398,2023-01-05,03:30,03:45,11306.75,1443.75,2003.75
399,2023-01-05,03:45,04:00,11358.0,1533.5,1996.0
400,2023-01-05,04:00,04:15,11466.5,1512.75,1924.75
401,2023-01-05,04:15,04:30,11509.5,1354.25,1833.25
402,2023-01-05,04:30,04:45,11608.5,1321.25,1852.75
403,2023-01-05,04:45,05:00,11748.25,1360.0,1804.25
404,2023-01-05,05:00,05:15,11881.5,1197.75,1622.75
405,2023-01-05,05:15,05:30,11981.75,1219.75,1525.75
406,2023-01-05,05:30,05:45,12133.5,1430.5,1125.75
407,2023-01-05,05:45,06:00,12432.0,1716.5,953.25
408,2023-01-05,06:00,06:15,12862.25,2199.75,727.25
409,2023-01-05,06:15,06:30,13149.0,2371.25,465.25
410,2023-01-05,06:30,06:45,13424.5,2634.25,338.0
411,2023-01-05,06:45,07:00,13751.5,2994.25,220.5
412,2023-01-05,07:00,07:15,14423.25,3735.75,421.75
413,2023-01-05,07:15,07:30,14682.0,3968.25,332.75
414,2023-01-05,07:30,07:45,14922.5,4199.5,219.5
415,2023-01-05,07:45,08:00,15116.25,4502.75,134.0
416,2023-01-05,08:00,08:15,15377.5,4755.25,181.75
417,2023-01-05,08:15,08:30,15251.0,4817.75,39.5
418,2023-01-05,08:30,08:45,15251.75,5060.25,16.25
419,2023-01-05,08:45,09:00,15332.25,5345.25,12.5
420,2023-01-05,09:00,09:15,15450.0,5402.75,7.75
421,2023-01-05,09:15,09:30,15472.75,5527.75,7.25
422,2023-01-05,09:30,09:45,15446.25,5654.5,23.25
423,2023-01-05,09:45,10:00,15483.0,5781.25,12.0
424,2023-01-05,10:00,10:15,15519.0,5952.0,6.25
425,2023-01-05,10:15,10:30,15574.75,5971.75,5.5
426,2023-01-05,10:30,10:45,15564.0,5950.5,4.5
427,2023-01-05,10:45,11:00,15651.0,6026.5,5.25
428,2023-01-05,11:00,11:15,15808.25,6179.75,13.0
429,2023-01-05,11:15,11:30,15888.0,6232.25,36.0
430,2023-01-05,11:30,11:45,16035.5,6436.0,21.25
431,2023-01-05,11:45,12:00,16019.5,6532.25,20.75
432,2023-01-05,12:00,12:15,16060.5,6592.5,22.75
433,2023-01-05,12:15,12:30,16035.25,6694.25,16.0
434,2023-01-05,12:30,12:45,15997.0,6897.5,20.5
435,2023-01-05,12:45,13:00,15958.25,7052.0,9.0
436,2023-01-05,13:00,13:15,15824.5,7105.0,19.0
437,2023-01-05,13:15,13:30,15651.0,7276.75,26.0
438,2023-01-05,13:30,13:45,15460.25,7501.0,21.25
439,2023-01-05,13:45,14:00,15270.25,7642.5,7.25
440,2023-01-05,14:00,14:15,15200.75,7922.5,55.5
441,2023-01-05,14:15,14:30,15207.25,8272.25,60.25
442,2023-01-05,14:30,14:45,15199.25,8637.5,26.5
443,2023-01-05,14:45,15:00,15135.75,8913.25,24.75
444,2023-01-05,15:00,15:15,15130.0,9256.5,90.25
